evidence_id,relationship_id,origin_evidence_id,source_id,source_title,locator,evidence_note,confidence,evidence_status,evidence_origin
V1-EV-0125,V1-REL-0102,CAND-HY3-REL-02,SRC-0129,Cultura Genial: Libro Aura de Carlos Fuentes（resumen y análisis）,,culturagenial 明确「Aura ... situada en Ciudad de México」；为单源场景证据,medium,eligible_evidence,WEB-CE-B01-HY3
V1-EV-0126,V1-REL-0103,CAND-B02-REL-0103,SRC-0130,Miguel Ángel Asturias – Bibliografía,,来源直接归名/列出作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B02
V1-EV-0127,V1-REL-0104,CAND-B02-REL-0104,SRC-0132,Hombres de maíz – Biblioteca de Humanidades,,来源直接归名/列出作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B02
V1-EV-0128,V1-REL-0105,CAND-B02-REL-0105,SRC-0130,Miguel Ángel Asturias – Bibliografía,,来源直接归名/列出作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B02
V1-EV-0129,V1-REL-0106,CAND-B02-REL-0106,SRC-0134,Isabel Allende – Timeline,,来源直接归名/列出作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B02
V1-EV-0130,V1-REL-0107,CAND-B02-REL-0107,SRC-0134,Isabel Allende – Timeline,,来源直接归名/列出作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B02
V1-EV-0131,V1-REL-0108,CAND-B02-REL-0108,SRC-0134,Isabel Allende – Timeline,,来源直接归名/列出作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B02
V1-EV-0132,V1-REL-0109,CAND-B02-REL-0109,SRC-0139,Jorge Amado – Bibliografia,,来源直接归名/列出作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B02
V1-EV-0133,V1-REL-0110,CAND-B02-REL-0110,SRC-0139,Jorge Amado – Bibliografia,,来源直接归名/列出作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B02
V1-EV-0134,V1-REL-0111,CAND-B02-REL-0111,SRC-0139,Jorge Amado – Bibliografia,,来源直接归名/列出作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B02
V1-EV-0135,V1-REL-0112,CAND-B02-GEO-0112,SRC-0130,Miguel Ángel Asturias – Bibliografía,,作者来源直接支持与危地马拉的身份/生平关联；不推导具体作品故事地点。,high,eligible_evidence,WEB-CE-B02
V1-EV-0136,V1-REL-0113,CAND-B02-GEO-0113,SRC-0134,Isabel Allende – Timeline,,官方时间线直接支持其与智利的生平关联；不推导具体作品故事地点。,high,eligible_evidence,WEB-CE-B02
V1-EV-0137,V1-REL-0114,CAND-B02-GEO-0114,SRC-0138,Jorge Amado – Biografia,,作者来源直接支持与巴西的身份/生平关联；不推导具体作品故事地点。,high,eligible_evidence,WEB-CE-B02
V1-EV-0138,V1-REL-0115,CAND-B03-REL-0115,SRC-0142,Juan Carlos Onetti – Bibliografía,,来源直接列出作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B03
V1-EV-0139,V1-REL-0116,CAND-B03-REL-0116,SRC-0142,Juan Carlos Onetti – Bibliografía,,来源直接列出作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B03
V1-EV-0140,V1-REL-0117,CAND-B03-REL-0117,SRC-0142,Juan Carlos Onetti – Bibliografía,,来源直接列出作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B03
V1-EV-0141,V1-REL-0118,CAND-B03-REL-0118,SRC-0146,El obsceno pájaro de la noche – Memoria Chilena,,来源作品档案直接指向作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B03
V1-EV-0142,V1-REL-0119,CAND-B03-REL-0119,SRC-0147,El lugar sin límites – Memoria Chilena,,来源作品档案直接指向作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B03
V1-EV-0143,V1-REL-0120,CAND-B03-REL-0120,SRC-0145,Coronación – Memoria Chilena,,来源作品档案直接指向作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B03
V1-EV-0144,V1-REL-0121,CAND-B03-REL-0121,SRC-0148,24 de junio de 1911: nace Ernesto Sábato,,机构来源直接列出作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B03
V1-EV-0145,V1-REL-0122,CAND-B03-REL-0122,SRC-0148,24 de junio de 1911: nace Ernesto Sábato,,机构来源直接列出作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B03
V1-EV-0146,V1-REL-0123,CAND-B03-REL-0123,SRC-0149,Ernesto Sabato: Obra completa / Narrativa,,CONICET 书目直接列出作者与作品；CREATED 单来源满足基础关系最低证据。,high,eligible_evidence,WEB-CE-B03
V1-EV-0147,V1-REL-0124,CAND-B03-GEO-0124,SRC-0141,Juan Carlos Onetti – Biografía,,作者来源直接称其为乌拉圭作家；不推导具体作品故事地点。,high,eligible_evidence,WEB-CE-B03
V1-EV-0148,V1-REL-0125,CAND-B03-GEO-0125,SRC-0144,José Donoso (1924-1996),,作者档案支持其智利作家身份；不推导具体作品故事地点。,high,eligible_evidence,WEB-CE-B03
V1-EV-0149,V1-REL-0126,CAND-B03-GEO-0126,SRC-0148,24 de junio de 1911: nace Ernesto Sábato,,机构来源支持其阿根廷作者身份；不推导具体作品故事地点。,high,eligible_evidence,WEB-CE-B03
V1-EV-0150,V1-REL-0128,CAND-B04-0128,SRC-0155,Novelas de Adolfo Bioy Casares,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B04
V1-EV-0151,V1-REL-0129,CAND-B04-0129,SRC-0156,Cárceles. Narraciones del encierro (1878-2025),,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B04
V1-EV-0152,V1-REL-0130,CAND-B04-0130,SRC-0155,Novelas de Adolfo Bioy Casares,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B04
V1-EV-0153,V1-REL-0131,CAND-B04-0131,SRC-0158,Historia y mito en Hijo de hombre,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B04
V1-EV-0154,V1-REL-0132,CAND-B04-0132,SRC-0161,Yo el Supremo – Edición conmemorativa,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B04
V1-EV-0155,V1-REL-0133,CAND-B04-0133,SRC-0160,Biografía – Fundación Augusto Roa Bastos,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B04
V1-EV-0156,V1-REL-0134,CAND-B04-0134,SRC-0162,Horacio Quiroga – Academia Nacional de Letras,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B04
V1-EV-0157,V1-REL-0135,CAND-B04-0135,SRC-0162,Horacio Quiroga – Academia Nacional de Letras,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B04
V1-EV-0158,V1-REL-0136,CAND-B04-0136,SRC-0162,Horacio Quiroga – Academia Nacional de Letras,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B04
V1-EV-0159,V1-REL-0137,CAND-B04-0137,SRC-0153,Adolfo Bioy Casares. Biografía,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B04
V1-EV-0160,V1-REL-0138,CAND-B04-0138,SRC-0157,CVC. Augusto Roa Bastos. Biografía,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B04
V1-EV-0161,V1-REL-0139,CAND-B04-0139,SRC-0162,Horacio Quiroga – Academia Nacional de Letras,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B04
V1-EV-0162,V1-REL-0140,CAND-B05-0140,SRC-0166,Machado de Assis – Bibliografia,,机构来源直接支持作者—作品书目关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B05
V1-EV-0163,V1-REL-0141,CAND-B05-0141,SRC-0166,Machado de Assis – Bibliografia,,机构来源直接支持作者—作品书目关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B05
V1-EV-0164,V1-REL-0142,CAND-B05-0142,SRC-0166,Machado de Assis – Bibliografia,,机构来源直接支持作者—作品书目关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B05
V1-EV-0165,V1-REL-0143,CAND-B05-0143,SRC-0169,João Guimarães Rosa – Bibliografia,,机构来源直接支持作者—作品书目关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B05
V1-EV-0166,V1-REL-0144,CAND-B05-0144,SRC-0169,João Guimarães Rosa – Bibliografia,,机构来源直接支持作者—作品书目关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B05
V1-EV-0167,V1-REL-0145,CAND-B05-0145,SRC-0169,João Guimarães Rosa – Bibliografia,,机构来源直接支持作者—作品书目关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B05
V1-EV-0168,V1-REL-0146,CAND-B05-0146,SRC-0171,Graciliano Ramos – BNDigital,,机构来源直接支持作者—作品书目关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B05
V1-EV-0169,V1-REL-0147,CAND-B05-0147,SRC-0171,Graciliano Ramos – BNDigital,,机构来源直接支持作者—作品书目关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B05
V1-EV-0170,V1-REL-0148,CAND-B05-0148,SRC-0171,Graciliano Ramos – BNDigital,,机构来源直接支持作者—作品书目关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B05
V1-EV-0171,V1-REL-0149,CAND-B05-0149,SRC-0165,Machado de Assis – Biografia,,机构来源直接支持作者—国家身份关联；国家节点复用既有巴西实体。,high,eligible_evidence,WEB-CE-B05
V1-EV-0172,V1-REL-0150,CAND-B05-0150,SRC-0168,João Guimarães Rosa – Perfil acadêmico,,机构来源直接支持作者—国家身份关联；国家节点复用既有巴西实体。,high,eligible_evidence,WEB-CE-B05
V1-EV-0173,V1-REL-0151,CAND-B05-0151,SRC-0174,Os 70 anos da morte de Graciliano Ramos,,机构来源直接支持作者—国家身份关联；国家节点复用既有巴西实体。,high,eligible_evidence,WEB-CE-B05
V1-EV-0174,V1-REL-0146,CAND-B05-0146-ALT,SRC-0173,133 anos de Graciliano Ramos – Prefeitura de São Paulo,,公共文化页面直接列出 Vidas Secas 及作者作品书目，对作者—作品结构关系作交叉支持；不扩展解释性关系。,high,eligible_evidence,WEB-CE-B05
V1-EV-0175,V1-REL-0147,CAND-B05-0147-ALT,SRC-0173,133 anos de Graciliano Ramos – Prefeitura de São Paulo,,公共文化页面直接列出 São Bernardo 及作者作品书目，对作者—作品结构关系作交叉支持；不扩展解释性关系。,high,eligible_evidence,WEB-CE-B05
V1-EV-0176,V1-REL-0148,CAND-B05-0148-ALT,SRC-0173,133 anos de Graciliano Ramos – Prefeitura de São Paulo,,公共文化页面直接列出 Angústia 及作者作品书目，对作者—作品结构关系作交叉支持；不扩展解释性关系。,high,eligible_evidence,WEB-CE-B05
V1-EV-0177,V1-REL-0152,CAND-B06-0152,SRC-0178,Historia de las literaturas en el Perú. Volumen 4,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B06
V1-EV-0178,V1-REL-0153,CAND-B06-0153,SRC-0178,Historia de las literaturas en el Perú. Volumen 4,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B06
V1-EV-0179,V1-REL-0154,CAND-B06-0154,SRC-0178,Historia de las literaturas en el Perú. Volumen 4,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B06
V1-EV-0180,V1-REL-0155,CAND-B06-0155,SRC-0181,Azul de Rubén Darío,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B06
V1-EV-0181,V1-REL-0156,CAND-B06-0156,SRC-0182,El modernismo y Rubén Darío,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B06
V1-EV-0182,V1-REL-0157,CAND-B06-0157,SRC-0182,El modernismo y Rubén Darío,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B06
V1-EV-0183,V1-REL-0158,CAND-B06-0158,SRC-0187,Traductores hispanoamericanos — José Martí,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B06
V1-EV-0184,V1-REL-0159,CAND-B06-0159,SRC-0185,Las letras hispanoamericanas en el siglo XIX,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B06
V1-EV-0185,V1-REL-0160,CAND-B06-0160,SRC-0185,Las letras hispanoamericanas en el siglo XIX,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B06
V1-EV-0186,V1-REL-0161,CAND-B06-0161,SRC-0177,Santiago de Chuco y César Vallejo: 130 años de su nacimiento,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B06
V1-EV-0187,V1-REL-0162,CAND-B06-0162,SRC-0181,Azul de Rubén Darío,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B06
V1-EV-0188,V1-REL-0163,CAND-B06-0163,SRC-0183,Los monstruos del latinoamericanismo arielista: variaciones del apetito en la periferia neocolonial,,机构来源直接支持作者—作品书目或作者—国家身份关联；本批不扩展解释性关系。,high,eligible_evidence,WEB-CE-B06
V1-EV-0189,V1-REL-0164,CAND-B07-0164,SRC-0188,Nicanor Parra (1914-2018),,Institutional author page directly lists Poemas y antipoemas.,high,eligible_evidence,WEB-CE-B07
V1-EV-0190,V1-REL-0165,CAND-B07-0165,SRC-0188,Nicanor Parra (1914-2018),,Institutional author page directly lists Versos de salón.,high,eligible_evidence,WEB-CE-B07
V1-EV-0191,V1-REL-0166,CAND-B07-0166,SRC-0190,"Portada de Discursos de sobremesa, 1997",,National library record directly identifies Discursos de sobremesa and author.,high,eligible_evidence,WEB-CE-B07
V1-EV-0192,V1-REL-0167,CAND-B07-0167,SRC-0192,CVC. Alejandra Pizarnik. Bibliografía. Obras,,CVC bibliography directly lists Árbol de Diana.,high,eligible_evidence,WEB-CE-B07
V1-EV-0193,V1-REL-0168,CAND-B07-0168,SRC-0192,CVC. Alejandra Pizarnik. Bibliografía. Obras,,CVC bibliography directly lists Los trabajos y las noches.,high,eligible_evidence,WEB-CE-B07
V1-EV-0194,V1-REL-0169,CAND-B07-0169,SRC-0192,CVC. Alejandra Pizarnik. Bibliografía. Obras,,CVC bibliography directly lists Extracción de la piedra de locura.,high,eligible_evidence,WEB-CE-B07
V1-EV-0195,V1-REL-0170,CAND-B07-0170,SRC-0195,Su obra: 1959-1965,,Foundation works page directly identifies La tregua as a novel.,high,eligible_evidence,WEB-CE-B07
V1-EV-0196,V1-REL-0171,CAND-B07-0171,SRC-0195,Su obra: 1959-1965,,Foundation works page directly identifies Gracias por el fuego as a novel.,high,eligible_evidence,WEB-CE-B07
V1-EV-0197,V1-REL-0172,CAND-B07-0172,SRC-0195,Su obra: 1959-1965,,Foundation works page directly identifies Montevideanos as a cuentos collection.,high,eligible_evidence,WEB-CE-B07
V1-EV-0198,V1-REL-0173,CAND-B07-0173,SRC-0188,Nicanor Parra (1914-2018),,Memoria Chilena author page supports Parra and Chile association.,high,eligible_evidence,WEB-CE-B07
V1-EV-0199,V1-REL-0174,CAND-B07-0174,SRC-0191,"Alejandra Pizarnik, salvaje e indagadora",,Official Argentine culture page supports Pizarnik and Argentina association.,high,eligible_evidence,WEB-CE-B07
V1-EV-0200,V1-REL-0175,CAND-B07-0175,SRC-0194,Mario Benedetti — Biografía,,Foundation biography supports Benedetti and Uruguay association.,high,eligible_evidence,WEB-CE-B07
V1-EV-0201,V1-REL-0176,CAND-B08-0176,SRC-0198,Un recorrido por la obra literaria de José María Arguedas,,Casa de la Literatura chronology lists Yawar fiesta and author.,high,eligible_evidence,WEB-CE-B08
V1-EV-0202,V1-REL-0177,CAND-B08-0177,SRC-0199,José María Arguedas: puentes entre su vida y Los ríos profundos,,Casa de la Literatura work page identifies Los ríos profundos and Arguedas.,high,eligible_evidence,WEB-CE-B08
V1-EV-0203,V1-REL-0178,CAND-B08-0178,SRC-0198,Un recorrido por la obra literaria de José María Arguedas,,Casa de la Literatura chronology lists Todas las sangres.,high,eligible_evidence,WEB-CE-B08
V1-EV-0204,V1-REL-0179,CAND-B08-0179,SRC-0200,Sergio Pitol. Biografía,,Instituto Cervantes biography lists El desfile del amor among Pitol novels.,high,eligible_evidence,WEB-CE-B08
V1-EV-0205,V1-REL-0180,CAND-B08-0180,SRC-0200,Sergio Pitol. Biografía,,Instituto Cervantes biography lists Domar a la divina garza among Pitol novels.,high,eligible_evidence,WEB-CE-B08
V1-EV-0206,V1-REL-0181,CAND-B08-0181,SRC-0200,Sergio Pitol. Biografía,,Instituto Cervantes biography lists La vida conyugal among Pitol novels.,high,eligible_evidence,WEB-CE-B08
V1-EV-0207,V1-REL-0182,CAND-B08-0182,SRC-0203,CVC. Juan José Arreola. Bibliografía,,CVC bibliography lists Confabulario and Arreola.,high,eligible_evidence,WEB-CE-B08
V1-EV-0208,V1-REL-0183,CAND-B08-0183,SRC-0202,Cien años de Juan José Arreola,,Fonoteca Nacional directly lists Arreola Bestiario.,high,eligible_evidence,WEB-CE-B08
V1-EV-0209,V1-REL-0184,CAND-B08-0184,SRC-0202,Cien años de Juan José Arreola,,Fonoteca Nacional describes La feria as Arreola novel.,high,eligible_evidence,WEB-CE-B08
V1-EV-0210,V1-REL-0185,CAND-B08-0185,SRC-0197,BNP: Tayta Arguedas — José María Arguedas,,BNP author article supports Arguedas and Peru association.,high,eligible_evidence,WEB-CE-B08
V1-EV-0211,V1-REL-0186,CAND-B08-0186,SRC-0200,Sergio Pitol. Biografía,,Instituto Cervantes biography identifies Pitol as Mexican.,high,eligible_evidence,WEB-CE-B08
V1-EV-0212,V1-REL-0187,CAND-B08-0187,SRC-0202,Cien años de Juan José Arreola,,Fonoteca Nacional identifies Arreola as Mexican.,high,eligible_evidence,WEB-CE-B08
V1-EV-0213,V1-REL-0188,CAND-B09-0188,SRC-0207,Elena Poniatowska. Biografía,,Instituto Cervantes biography lists Poniatowska and La noche de Tlatelolco.,high,eligible_evidence,WEB-CE-B09
V1-EV-0214,V1-REL-0189,CAND-B09-0189,SRC-0206,"Elenísima Literaria, contadora de vidas: Elena Poniatowska",,UNAM page lists Hasta no verte Jesús mío.,high,eligible_evidence,WEB-CE-B09
V1-EV-0215,V1-REL-0190,CAND-B09-0190,SRC-0205,Elena Poniatowska — Ficha Voz Viva,,Voz Viva lists Tinísima; year dispute retained separately.,medium,eligible_evidence,WEB-CE-B09
V1-EV-0216,V1-REL-0191,CAND-B09-0191,SRC-0208,José Emilio Pacheco. Cronología de obras,,Cervantes chronology lists Las batallas en el desierto.,high,eligible_evidence,WEB-CE-B09
V1-EV-0217,V1-REL-0192,CAND-B09-0192,SRC-0208,José Emilio Pacheco. Cronología de obras,,Cervantes chronology lists El principio del placer.,high,eligible_evidence,WEB-CE-B09
V1-EV-0218,V1-REL-0193,CAND-B09-0193,SRC-0208,José Emilio Pacheco. Cronología de obras,,Cervantes chronology lists No me preguntes cómo pasa el tiempo.,high,eligible_evidence,WEB-CE-B09
V1-EV-0219,V1-REL-0194,CAND-B09-0194,SRC-0212,Los detectives salvajes — Memoria Chilena,,Memoria Chilena page identifies Los detectives salvajes.,high,eligible_evidence,WEB-CE-B09
V1-EV-0220,V1-REL-0195,CAND-B09-0195,SRC-0213,Archivo 2005: 2666 — Memoria Chilena,,Memoria Chilena archive records 2666.,high,eligible_evidence,WEB-CE-B09
V1-EV-0221,V1-REL-0196,CAND-B09-0196,SRC-0211,Roberto Bolaño (1953-2003) — Memoria Chilena,,Memoria Chilena bibliography records Estrella distante.,high,eligible_evidence,WEB-CE-B09
V1-EV-0222,V1-REL-0197,CAND-B09-0197,SRC-0207,Elena Poniatowska. Biografía,,Instituto Cervantes identifies Poniatowska as Mexican.,high,eligible_evidence,WEB-CE-B09
V1-EV-0223,V1-REL-0198,CAND-B09-0198,SRC-0209,José Emilio Pacheco — El Colegio Nacional,,Colegio Nacional identifies Pacheco in Mexican literature.,high,eligible_evidence,WEB-CE-B09
V1-EV-0224,V1-REL-0199,CAND-B09-0199,SRC-0211,Roberto Bolaño (1953-2003) — Memoria Chilena,,Memoria Chilena presents Bolaño as Chilean and born in Santiago.,high,eligible_evidence,WEB-CE-B09
V1-EV-0225,V1-REL-0200,CAND-B10-0200,SRC-0215,"Eduardo Galeano: uruguayo de nacimiento, latinoamericano por opción",,Argentina Culture page identifies Las venas abiertas de América Latina as Galeano work.,high,eligible_evidence,WEB-CE-B10
V1-EV-0226,V1-REL-0201,CAND-B10-0201,SRC-0214,Nace Eduardo Galeano — Uruguay Educa,,Uruguay Educa chronology lists Memoria del fuego I. Los nacimientos.,high,eligible_evidence,WEB-CE-B10
V1-EV-0227,V1-REL-0202,CAND-B10-0202,SRC-0216,Catálogo en línea — Biblioteca del Poder Legislativo del Uruguay,,Uruguay catalog records El libro de los abrazos under Galeano.,high,eligible_evidence,WEB-CE-B10
V1-EV-0228,V1-REL-0203,CAND-B10-0203,SRC-0217,Ricardo Piglia — obra y biografía,,Piglia archive work list names Respiración artificial.,high,eligible_evidence,WEB-CE-B10
V1-EV-0229,V1-REL-0204,CAND-B10-0204,SRC-0217,Ricardo Piglia — obra y biografía,,Piglia archive work list names Plata quemada.,high,eligible_evidence,WEB-CE-B10
V1-EV-0230,V1-REL-0205,CAND-B10-0205,SRC-0217,Ricardo Piglia — obra y biografía,,Piglia archive work list names Blanco nocturno.,high,eligible_evidence,WEB-CE-B10
V1-EV-0231,V1-REL-0206,CAND-B10-0206,SRC-0223,La trayectoria temprana de César Aira en textos de publicaciones periódicas,,UNLP research identifies Ema la cautiva as Aira work.,high,eligible_evidence,WEB-CE-B10
V1-EV-0232,V1-REL-0207,CAND-B10-0207,SRC-0222,"Orientalismo, globalización e imaginarios transpacíficos en la novela latinoamericana actual",,University literature article identifies Una novela china by Aira.,high,eligible_evidence,WEB-CE-B10
V1-EV-0233,V1-REL-0208,CAND-B10-0208,SRC-0224,La figura del gran autor o Carlos Fuentes devenido monstruosidad genética en El congreso de literatura de César Aira,,Peer-reviewed article identifies El congreso de literatura by Aira.,high,eligible_evidence,WEB-CE-B10
V1-EV-0234,V1-REL-0209,CAND-B10-0209,SRC-0215,"Eduardo Galeano: uruguayo de nacimiento, latinoamericano por opción",,Argentina Culture page identifies Galeano as Uruguayan and born in Montevideo.,high,eligible_evidence,WEB-CE-B10
V1-EV-0235,V1-REL-0210,CAND-B10-0210,SRC-0218,Now open for research: the papers of Ricardo Piglia,,Princeton University Library identifies Piglia as Argentine.,high,eligible_evidence,WEB-CE-B10
V1-EV-0236,V1-REL-0211,CAND-B10-0211,SRC-0220,23 de febrero de 1949: nace César Aira — Biblioteca Nacional,,Biblioteca Nacional identifies Aira as an Argentine writer.,high,eligible_evidence,WEB-CE-B10
V1-EV-0237,V1-REL-0212,CAND-B11-0212,SRC-0225,28 de diciembre de 1932: nace Manuel Puig — Biblioteca Nacional,,Biblioteca Nacional page lists El beso de la mujer araña as a Puig work.,high,eligible_evidence,WEB-CE-B11
V1-EV-0238,V1-REL-0213,CAND-B11-0213,SRC-0225,28 de diciembre de 1932: nace Manuel Puig — Biblioteca Nacional,,Biblioteca Nacional page lists La traición de Rita Hayworth as Puig first novel.,high,eligible_evidence,WEB-CE-B11
V1-EV-0239,V1-REL-0214,CAND-B11-0214,SRC-0225,28 de diciembre de 1932: nace Manuel Puig — Biblioteca Nacional,,Biblioteca Nacional page lists Boquitas pintadas as a Puig work.,high,eligible_evidence,WEB-CE-B11
V1-EV-0240,V1-REL-0215,CAND-B11-0215,SRC-0227,Silvina Ocampo: el viaje olvidado — Educ.ar,,Educ.ar bibliography lists Viaje olvidado under Silvina Ocampo.,high,eligible_evidence,WEB-CE-B11
V1-EV-0241,V1-REL-0216,CAND-B11-0216,SRC-0228,Fantástica y misteriosa Silvina — Cultura,,Argentina Culture bibliography lists La furia y otros cuentos under Ocampo.,high,eligible_evidence,WEB-CE-B11
V1-EV-0242,V1-REL-0217,CAND-B11-0217,SRC-0227,Silvina Ocampo: el viaje olvidado — Educ.ar,,Educ.ar bibliography lists Las invitadas under Ocampo.,high,eligible_evidence,WEB-CE-B11
V1-EV-0243,V1-REL-0218,CAND-B11-0218,SRC-0229,26 de abril de 1900: nace Roberto Arlt — Biblioteca Nacional,,Biblioteca Nacional page lists Los siete locos as an Arlt novel.,high,eligible_evidence,WEB-CE-B11
V1-EV-0244,V1-REL-0219,CAND-B11-0219,SRC-0230,Roberto Arlt — Biblioteca del Congreso de la Nación,,Biblioteca del Congreso chronology lists Los lanzallamas under Arlt.,high,eligible_evidence,WEB-CE-B11
V1-EV-0245,V1-REL-0220,CAND-B11-0220,SRC-0229,26 de abril de 1900: nace Roberto Arlt — Biblioteca Nacional,,Biblioteca Nacional page lists El juguete rabioso as Arlt first novel.,high,eligible_evidence,WEB-CE-B11
V1-EV-0246,V1-REL-0221,CAND-B11-0221,SRC-0225,28 de diciembre de 1932: nace Manuel Puig — Biblioteca Nacional,,Biblioteca Nacional identifies Puig as Argentine.,high,eligible_evidence,WEB-CE-B11
V1-EV-0247,V1-REL-0222,CAND-B11-0222,SRC-0227,Silvina Ocampo: el viaje olvidado — Educ.ar,,Educ.ar presents Ocampo in Argentine literary context.,high,eligible_evidence,WEB-CE-B11
V1-EV-0248,V1-REL-0223,CAND-B11-0223,SRC-0229,26 de abril de 1900: nace Roberto Arlt — Biblioteca Nacional,,Biblioteca Nacional presents Arlt as an Argentine writer.,high,eligible_evidence,WEB-CE-B11
V1-EV-0249,V1-REL-0224,CAND-B12-0224,SRC-0231,Perdiendo velocidad — Historias x leer,,Argentina Ministry bibliography links Distancia de rescate to Schweblin.,high,eligible_evidence,WEB-CE-B12
V1-EV-0250,V1-REL-0225,CAND-B12-0225,SRC-0231,Perdiendo velocidad — Historias x leer,,Argentina Ministry biography lists Pájaros en la boca under Schweblin.,high,eligible_evidence,WEB-CE-B12
V1-EV-0251,V1-REL-0226,CAND-B12-0226,SRC-0231,Perdiendo velocidad — Historias x leer,,Argentina Ministry biography lists Siete casas vacías under Schweblin.,high,eligible_evidence,WEB-CE-B12
V1-EV-0252,V1-REL-0227,CAND-B12-0227,SRC-0235,Mariana Enriquez gana el premio Ciutat de Barcelona en la categoría Literatura castellana,,Anagrama notice identifies Las cosas que perdimos en el fuego as an Enriquez story book.,high,eligible_evidence,WEB-CE-B12
