mapping_id,preview_entity_ref,origin_layer,origin_ref,entity_id,mapping_action,mapping_basis
V1-EMAP-0183,PRE-ENT-WEBCE,WEB-CE-B02,CAND-B02-V1-ENT-0183-PLACE,V1-ENT-0183,retain_as_formal_candidate,B02 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0184,PRE-ENT-WEBCE,WEB-CE-B03,CAND-B03-ONETTI-AUTHOR,V1-ENT-0184,retain_as_formal_candidate,B03 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0185,PRE-ENT-WEBCE,WEB-CE-B03,CAND-B03-DONOSO-AUTHOR,V1-ENT-0185,retain_as_formal_candidate,B03 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0186,PRE-ENT-WEBCE,WEB-CE-B03,CAND-B03-SABATO-AUTHOR,V1-ENT-0186,retain_as_formal_candidate,B03 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0187,PRE-ENT-WEBCE,WEB-CE-B03,CAND-B03-V1-ENT-0187-WORK,V1-ENT-0187,retain_as_formal_candidate,B03 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0188,PRE-ENT-WEBCE,WEB-CE-B03,CAND-B03-V1-ENT-0188-WORK,V1-ENT-0188,retain_as_formal_candidate,B03 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0189,PRE-ENT-WEBCE,WEB-CE-B03,CAND-B03-V1-ENT-0189-WORK,V1-ENT-0189,retain_as_formal_candidate,B03 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0190,PRE-ENT-WEBCE,WEB-CE-B03,CAND-B03-V1-ENT-0190-WORK,V1-ENT-0190,retain_as_formal_candidate,B03 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0191,PRE-ENT-WEBCE,WEB-CE-B03,CAND-B03-V1-ENT-0191-WORK,V1-ENT-0191,retain_as_formal_candidate,B03 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0192,PRE-ENT-WEBCE,WEB-CE-B03,CAND-B03-V1-ENT-0192-WORK,V1-ENT-0192,retain_as_formal_candidate,B03 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0193,PRE-ENT-WEBCE,WEB-CE-B03,CAND-B03-V1-ENT-0193-WORK,V1-ENT-0193,retain_as_formal_candidate,B03 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0194,PRE-ENT-WEBCE,WEB-CE-B03,CAND-B03-V1-ENT-0194-WORK,V1-ENT-0194,retain_as_formal_candidate,B03 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0195,PRE-ENT-WEBCE,WEB-CE-B03,CAND-B03-V1-ENT-0195-WORK,V1-ENT-0195,retain_as_formal_candidate,B03 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0196,PRE-ENT-WEBCE,WEB-CE-B03,CAND-B03-V1-ENT-0196-PLACE,V1-ENT-0196,retain_as_formal_candidate,B03 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0197,PRE-ENT-WEBCE,WEB-CE-B03,CAND-B03-V1-ENT-0197-FICTIONAL-PLACE,V1-ENT-0197,retain_as_formal_candidate,B03 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0198,PRE-ENT-WEBCE,WEB-CE-B04,CAND-B04-BIOY-AUTHOR,V1-ENT-0198,retain_as_formal_candidate,B04 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0199,PRE-ENT-WEBCE,WEB-CE-B04,CAND-B04-ROA-AUTHOR,V1-ENT-0199,retain_as_formal_candidate,B04 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0200,PRE-ENT-WEBCE,WEB-CE-B04,CAND-B04-QUIROGA-AUTHOR,V1-ENT-0200,retain_as_formal_candidate,B04 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0201,PRE-ENT-WEBCE,WEB-CE-B04,CAND-B04-V1-ENT-0201-WORK,V1-ENT-0201,retain_as_formal_candidate,B04 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0202,PRE-ENT-WEBCE,WEB-CE-B04,CAND-B04-V1-ENT-0202-WORK,V1-ENT-0202,retain_as_formal_candidate,B04 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0203,PRE-ENT-WEBCE,WEB-CE-B04,CAND-B04-V1-ENT-0203-WORK,V1-ENT-0203,retain_as_formal_candidate,B04 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0204,PRE-ENT-WEBCE,WEB-CE-B04,CAND-B04-V1-ENT-0204-WORK,V1-ENT-0204,retain_as_formal_candidate,B04 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0205,PRE-ENT-WEBCE,WEB-CE-B04,CAND-B04-V1-ENT-0205-WORK,V1-ENT-0205,retain_as_formal_candidate,B04 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0206,PRE-ENT-WEBCE,WEB-CE-B04,CAND-B04-V1-ENT-0206-WORK,V1-ENT-0206,retain_as_formal_candidate,B04 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0207,PRE-ENT-WEBCE,WEB-CE-B04,CAND-B04-V1-ENT-0207-COLLECTION,V1-ENT-0207,retain_as_formal_candidate,B04 reviewer remediation: official Uruguay page describes a story collection; schema layer is collection.
V1-EMAP-0208,PRE-ENT-WEBCE,WEB-CE-B04,CAND-B04-V1-ENT-0208-COLLECTION,V1-ENT-0208,retain_as_formal_candidate,B04 reviewer remediation: official Uruguay page describes a story collection; schema layer is collection.
V1-EMAP-0209,PRE-ENT-WEBCE,WEB-CE-B04,CAND-B04-V1-ENT-0209-COLLECTION,V1-ENT-0209,retain_as_formal_candidate,B04 reviewer remediation: official Uruguay page describes a story collection; schema layer is collection.
V1-EMAP-0210,PRE-ENT-WEBCE,WEB-CE-B04,CAND-B04-V1-ENT-0210-PLACE,V1-ENT-0210,retain_as_formal_candidate,B04 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0211,PRE-ENT-WEBCE,WEB-CE-B05,CAND-B05-MACHADO-AUTHOR,V1-ENT-0211,retain_as_formal_candidate,B05 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0212,PRE-ENT-WEBCE,WEB-CE-B05,CAND-B05-GUIMARAES-AUTHOR,V1-ENT-0212,retain_as_formal_candidate,B05 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0213,PRE-ENT-WEBCE,WEB-CE-B05,CAND-B05-GRACILIANO-AUTHOR,V1-ENT-0213,retain_as_formal_candidate,B05 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0214,PRE-ENT-WEBCE,WEB-CE-B05,CAND-B05-V1-ENT-0214-WORK,V1-ENT-0214,retain_as_formal_candidate,B05 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0215,PRE-ENT-WEBCE,WEB-CE-B05,CAND-B05-V1-ENT-0215-WORK,V1-ENT-0215,retain_as_formal_candidate,B05 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0216,PRE-ENT-WEBCE,WEB-CE-B05,CAND-B05-V1-ENT-0216-WORK,V1-ENT-0216,retain_as_formal_candidate,B05 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0217,PRE-ENT-WEBCE,WEB-CE-B05,CAND-B05-V1-ENT-0217-WORK,V1-ENT-0217,retain_as_formal_candidate,B05 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0218,PRE-ENT-WEBCE,WEB-CE-B05,CAND-B05-V1-ENT-0218-COLLECTION,V1-ENT-0218,retain_as_formal_candidate,B05 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0219,PRE-ENT-WEBCE,WEB-CE-B05,CAND-B05-V1-ENT-0219-COLLECTION,V1-ENT-0219,retain_as_formal_candidate,B05 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0220,PRE-ENT-WEBCE,WEB-CE-B05,CAND-B05-V1-ENT-0220-WORK,V1-ENT-0220,retain_as_formal_candidate,B05 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0221,PRE-ENT-WEBCE,WEB-CE-B05,CAND-B05-V1-ENT-0221-WORK,V1-ENT-0221,retain_as_formal_candidate,B05 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0222,PRE-ENT-WEBCE,WEB-CE-B05,CAND-B05-V1-ENT-0222-WORK,V1-ENT-0222,retain_as_formal_candidate,B05 fresh preflight: no duplicate entity or CREATED relation
V1-EMAP-0223,CAND-B06-VALLEJO-AUTHOR,WEB-CE-B06,CAND-B06-VALLEJO-AUTHOR,V1-ENT-0223,create,B06 independent Reviewer pending; source-backed candidate
V1-EMAP-0224,CAND-B06-DARIO-AUTHOR,WEB-CE-B06,CAND-B06-DARIO-AUTHOR,V1-ENT-0224,create,B06 independent Reviewer pending; source-backed candidate
V1-EMAP-0225,CAND-B06-MARTI-AUTHOR,WEB-CE-B06,CAND-B06-MARTI-AUTHOR,V1-ENT-0225,create,B06 independent Reviewer pending; source-backed candidate
V1-EMAP-0226,CAND-B06-VALLEJO-W01,WEB-CE-B06,CAND-B06-VALLEJO-W01,V1-ENT-0226,create,B06 independent Reviewer pending; source-backed candidate
V1-EMAP-0227,CAND-B06-VALLEJO-W02,WEB-CE-B06,CAND-B06-VALLEJO-W02,V1-ENT-0227,create,B06 independent Reviewer pending; source-backed candidate
V1-EMAP-0228,CAND-B06-VALLEJO-W03,WEB-CE-B06,CAND-B06-VALLEJO-W03,V1-ENT-0228,create,B06 independent Reviewer pending; source-backed candidate
V1-EMAP-0229,CAND-B06-DARIO-W01,WEB-CE-B06,CAND-B06-DARIO-W01,V1-ENT-0229,create,B06 independent Reviewer pending; source-backed candidate
V1-EMAP-0230,CAND-B06-DARIO-W02,WEB-CE-B06,CAND-B06-DARIO-W02,V1-ENT-0230,create,B06 independent Reviewer pending; source-backed candidate
V1-EMAP-0231,CAND-B06-DARIO-W03,WEB-CE-B06,CAND-B06-DARIO-W03,V1-ENT-0231,create,B06 independent Reviewer pending; source-backed candidate
V1-EMAP-0232,CAND-B06-MARTI-W01,WEB-CE-B06,CAND-B06-MARTI-W01,V1-ENT-0232,create,B06 independent Reviewer pending; source-backed candidate
V1-EMAP-0233,CAND-B06-MARTI-W02,WEB-CE-B06,CAND-B06-MARTI-W02,V1-ENT-0233,create,B06 independent Reviewer pending; source-backed candidate
V1-EMAP-0234,CAND-B06-MARTI-W03,WEB-CE-B06,CAND-B06-MARTI-W03,V1-ENT-0234,create,B06 independent Reviewer pending; source-backed candidate
V1-EMAP-0235,CAND-B06-PLACE-NI,WEB-CE-B06,CAND-B06-PLACE-NI,V1-ENT-0235,create,B06 independent Reviewer pending; source-backed candidate
V1-EMAP-0236,CAND-B07-PARRA-AUTHOR,WEB-CE-B07,CAND-B07-PARRA-AUTHOR,V1-ENT-0236,create,B07 Reviewer pending; source-backed candidate
V1-EMAP-0237,CAND-B07-PIZARNIK-AUTHOR,WEB-CE-B07,CAND-B07-PIZARNIK-AUTHOR,V1-ENT-0237,create,B07 Reviewer pending; source-backed candidate
V1-EMAP-0238,CAND-B07-BENEDETTI-AUTHOR,WEB-CE-B07,CAND-B07-BENEDETTI-AUTHOR,V1-ENT-0238,create,B07 Reviewer pending; source-backed candidate
V1-EMAP-0239,CAND-B07-PARRA-W01,WEB-CE-B07,CAND-B07-PARRA-W01,V1-ENT-0239,create,B07 Reviewer pending; source-backed candidate
V1-EMAP-0240,CAND-B07-PARRA-W02,WEB-CE-B07,CAND-B07-PARRA-W02,V1-ENT-0240,create,B07 Reviewer pending; source-backed candidate
V1-EMAP-0241,CAND-B07-PARRA-W03,WEB-CE-B07,CAND-B07-PARRA-W03,V1-ENT-0241,create,B07 Reviewer pending; source-backed candidate
V1-EMAP-0242,CAND-B07-PIZARNIK-W01,WEB-CE-B07,CAND-B07-PIZARNIK-W01,V1-ENT-0242,create,B07 Reviewer pending; source-backed candidate
V1-EMAP-0243,CAND-B07-PIZARNIK-W02,WEB-CE-B07,CAND-B07-PIZARNIK-W02,V1-ENT-0243,create,B07 Reviewer pending; source-backed candidate
V1-EMAP-0244,CAND-B07-PIZARNIK-W03,WEB-CE-B07,CAND-B07-PIZARNIK-W03,V1-ENT-0244,create,B07 Reviewer pending; source-backed candidate
V1-EMAP-0245,CAND-B07-BENEDETTI-W01,WEB-CE-B07,CAND-B07-BENEDETTI-W01,V1-ENT-0245,create,B07 Reviewer pending; source-backed candidate
V1-EMAP-0246,CAND-B07-BENEDETTI-W02,WEB-CE-B07,CAND-B07-BENEDETTI-W02,V1-ENT-0246,create,B07 Reviewer pending; source-backed candidate
V1-EMAP-0247,CAND-B07-BENEDETTI-W03,WEB-CE-B07,CAND-B07-BENEDETTI-W03,V1-ENT-0247,create,B07 Reviewer pending; source-backed candidate
V1-EMAP-0248,CAND-B08-ARGUEDAS-AUTHOR,WEB-CE-B08,CAND-B08-ARGUEDAS-AUTHOR,V1-ENT-0248,create,B08 Reviewer pending; source-backed candidate
V1-EMAP-0249,CAND-B08-PITOL-AUTHOR,WEB-CE-B08,CAND-B08-PITOL-AUTHOR,V1-ENT-0249,create,B08 Reviewer pending; source-backed candidate
V1-EMAP-0250,CAND-B08-ARREOLA-AUTHOR,WEB-CE-B08,CAND-B08-ARREOLA-AUTHOR,V1-ENT-0250,create,B08 Reviewer pending; source-backed candidate
V1-EMAP-0251,CAND-B08-ARGUEDAS-W01,WEB-CE-B08,CAND-B08-ARGUEDAS-W01,V1-ENT-0251,create,B08 Reviewer pending; source-backed candidate
V1-EMAP-0252,CAND-B08-ARGUEDAS-W02,WEB-CE-B08,CAND-B08-ARGUEDAS-W02,V1-ENT-0252,create,B08 Reviewer pending; source-backed candidate
V1-EMAP-0253,CAND-B08-ARGUEDAS-W03,WEB-CE-B08,CAND-B08-ARGUEDAS-W03,V1-ENT-0253,create,B08 Reviewer pending; source-backed candidate
V1-EMAP-0254,CAND-B08-PITOL-W01,WEB-CE-B08,CAND-B08-PITOL-W01,V1-ENT-0254,create,B08 Reviewer pending; source-backed candidate
V1-EMAP-0255,CAND-B08-PITOL-W02,WEB-CE-B08,CAND-B08-PITOL-W02,V1-ENT-0255,create,B08 Reviewer pending; source-backed candidate
V1-EMAP-0256,CAND-B08-PITOL-W03,WEB-CE-B08,CAND-B08-PITOL-W03,V1-ENT-0256,create,B08 Reviewer pending; source-backed candidate
V1-EMAP-0257,CAND-B08-ARREOLA-W01,WEB-CE-B08,CAND-B08-ARREOLA-W01,V1-ENT-0257,create,B08 Reviewer pending; source-backed candidate
V1-EMAP-0258,CAND-B08-ARREOLA-W02,WEB-CE-B08,CAND-B08-ARREOLA-W02,V1-ENT-0258,create,B08 Reviewer pending; source-backed candidate
V1-EMAP-0259,CAND-B08-ARREOLA-W03,WEB-CE-B08,CAND-B08-ARREOLA-W03,V1-ENT-0259,create,B08 Reviewer pending; source-backed candidate
V1-EMAP-0260,CAND-B09-PONIATOWSKA-AUTHOR,WEB-CE-B09,CAND-B09-PONIATOWSKA-AUTHOR,V1-ENT-0260,create,B09 Reviewer pending; source-backed candidate
V1-EMAP-0261,CAND-B09-PACHECO-AUTHOR,WEB-CE-B09,CAND-B09-PACHECO-AUTHOR,V1-ENT-0261,create,B09 Reviewer pending; source-backed candidate
V1-EMAP-0262,CAND-B09-BOLANO-AUTHOR,WEB-CE-B09,CAND-B09-BOLANO-AUTHOR,V1-ENT-0262,create,B09 Reviewer pending; source-backed candidate
V1-EMAP-0263,CAND-B09-PONIATOWSKA-W01,WEB-CE-B09,CAND-B09-PONIATOWSKA-W01,V1-ENT-0263,create,B09 Reviewer pending; source-backed candidate
V1-EMAP-0264,CAND-B09-PONIATOWSKA-W02,WEB-CE-B09,CAND-B09-PONIATOWSKA-W02,V1-ENT-0264,create,B09 Reviewer pending; source-backed candidate
V1-EMAP-0265,CAND-B09-PONIATOWSKA-W03,WEB-CE-B09,CAND-B09-PONIATOWSKA-W03,V1-ENT-0265,create,B09 Reviewer pending; source-backed candidate
V1-EMAP-0266,CAND-B09-PACHECO-W01,WEB-CE-B09,CAND-B09-PACHECO-W01,V1-ENT-0266,create,B09 Reviewer pending; source-backed candidate
V1-EMAP-0267,CAND-B09-PACHECO-W02,WEB-CE-B09,CAND-B09-PACHECO-W02,V1-ENT-0267,create,B09 Reviewer pending; source-backed candidate
V1-EMAP-0268,CAND-B09-PACHECO-W03,WEB-CE-B09,CAND-B09-PACHECO-W03,V1-ENT-0268,create,B09 Reviewer pending; source-backed candidate
V1-EMAP-0269,CAND-B09-BOLANO-W01,WEB-CE-B09,CAND-B09-BOLANO-W01,V1-ENT-0269,create,B09 Reviewer pending; source-backed candidate
V1-EMAP-0270,CAND-B09-BOLANO-W02,WEB-CE-B09,CAND-B09-BOLANO-W02,V1-ENT-0270,create,B09 Reviewer pending; source-backed candidate
V1-EMAP-0271,CAND-B09-BOLANO-W03,WEB-CE-B09,CAND-B09-BOLANO-W03,V1-ENT-0271,create,B09 Reviewer pending; source-backed candidate
V1-EMAP-0272,CAND-B10-GALEANO-AUTHOR,WEB-CE-B10,CAND-B10-GALEANO-AUTHOR,V1-ENT-0272,create,B10 Reviewer pending; source-backed candidate
V1-EMAP-0273,CAND-B10-PIGLIA-AUTHOR,WEB-CE-B10,CAND-B10-PIGLIA-AUTHOR,V1-ENT-0273,create,B10 Reviewer pending; source-backed candidate
V1-EMAP-0274,CAND-B10-AIRA-AUTHOR,WEB-CE-B10,CAND-B10-AIRA-AUTHOR,V1-ENT-0274,create,B10 Reviewer pending; source-backed candidate
V1-EMAP-0275,CAND-B10-GALEANO-W01,WEB-CE-B10,CAND-B10-GALEANO-W01,V1-ENT-0275,create,B10 Reviewer pending; source-backed candidate
V1-EMAP-0276,CAND-B10-GALEANO-W02,WEB-CE-B10,CAND-B10-GALEANO-W02,V1-ENT-0276,create,B10 Reviewer pending; source-backed candidate
V1-EMAP-0277,CAND-B10-GALEANO-W03,WEB-CE-B10,CAND-B10-GALEANO-W03,V1-ENT-0277,create,B10 Reviewer pending; source-backed candidate
V1-EMAP-0278,CAND-B10-PIGLIA-W01,WEB-CE-B10,CAND-B10-PIGLIA-W01,V1-ENT-0278,create,B10 Reviewer pending; source-backed candidate
V1-EMAP-0279,CAND-B10-PIGLIA-W02,WEB-CE-B10,CAND-B10-PIGLIA-W02,V1-ENT-0279,create,B10 Reviewer pending; source-backed candidate
V1-EMAP-0280,CAND-B10-PIGLIA-W03,WEB-CE-B10,CAND-B10-PIGLIA-W03,V1-ENT-0280,create,B10 Reviewer pending; source-backed candidate
V1-EMAP-0281,CAND-B10-AIRA-W01,WEB-CE-B10,CAND-B10-AIRA-W01,V1-ENT-0281,create,B10 Reviewer pending; source-backed candidate
V1-EMAP-0282,CAND-B10-AIRA-W02,WEB-CE-B10,CAND-B10-AIRA-W02,V1-ENT-0282,create,B10 Reviewer pending; source-backed candidate
V1-EMAP-0283,CAND-B10-AIRA-W03,WEB-CE-B10,CAND-B10-AIRA-W03,V1-ENT-0283,create,B10 Reviewer pending; source-backed candidate
V1-EMAP-0284,CAND-B11-PUIG-AUTHOR,WEB-CE-B11,CAND-B11-PUIG-AUTHOR,V1-ENT-0284,create,B11 Reviewer pending; source-backed candidate
V1-EMAP-0285,CAND-B11-OCAMPO-AUTHOR,WEB-CE-B11,CAND-B11-OCAMPO-AUTHOR,V1-ENT-0285,create,B11 Reviewer pending; source-backed candidate
V1-EMAP-0286,CAND-B11-ARLT-AUTHOR,WEB-CE-B11,CAND-B11-ARLT-AUTHOR,V1-ENT-0286,create,B11 Reviewer pending; source-backed candidate
V1-EMAP-0287,CAND-B11-PUIG-W01,WEB-CE-B11,CAND-B11-PUIG-W01,V1-ENT-0287,create,B11 Reviewer pending; source-backed candidate
V1-EMAP-0288,CAND-B11-PUIG-W02,WEB-CE-B11,CAND-B11-PUIG-W02,V1-ENT-0288,create,B11 Reviewer pending; source-backed candidate
V1-EMAP-0289,CAND-B11-PUIG-W03,WEB-CE-B11,CAND-B11-PUIG-W03,V1-ENT-0289,create,B11 Reviewer pending; source-backed candidate
V1-EMAP-0290,CAND-B11-OCAMPO-W01,WEB-CE-B11,CAND-B11-OCAMPO-W01,V1-ENT-0290,create,B11 Reviewer pending; source-backed candidate
V1-EMAP-0291,CAND-B11-OCAMPO-W02,WEB-CE-B11,CAND-B11-OCAMPO-W02,V1-ENT-0291,create,B11 Reviewer pending; source-backed candidate
V1-EMAP-0292,CAND-B11-OCAMPO-W03,WEB-CE-B11,CAND-B11-OCAMPO-W03,V1-ENT-0292,create,B11 Reviewer pending; source-backed candidate
V1-EMAP-0293,CAND-B11-ARLT-W01,WEB-CE-B11,CAND-B11-ARLT-W01,V1-ENT-0293,create,B11 Reviewer pending; source-backed candidate
V1-EMAP-0294,CAND-B11-ARLT-W02,WEB-CE-B11,CAND-B11-ARLT-W02,V1-ENT-0294,create,B11 Reviewer pending; source-backed candidate
V1-EMAP-0295,CAND-B11-ARLT-W03,WEB-CE-B11,CAND-B11-ARLT-W03,V1-ENT-0295,create,B11 Reviewer pending; source-backed candidate
V1-EMAP-0296,CAND-B12-SCHWEBLIN-AUTHOR,WEB-CE-B12,CAND-B12-SCHWEBLIN-AUTHOR,V1-ENT-0296,create,B12 fresh-context Reviewer pending; source-backed candidate
V1-EMAP-0297,CAND-B12-ENRIQUEZ-AUTHOR,WEB-CE-B12,CAND-B12-ENRIQUEZ-AUTHOR,V1-ENT-0297,create,B12 fresh-context Reviewer pending; source-backed candidate
V1-EMAP-0298,CAND-B12-ZAMBRA-AUTHOR,WEB-CE-B12,CAND-B12-ZAMBRA-AUTHOR,V1-ENT-0298,create,B12 fresh-context Reviewer pending; source-backed candidate
V1-EMAP-0299,CAND-B12-SCHWEBLIN-W01,WEB-CE-B12,CAND-B12-SCHWEBLIN-W01,V1-ENT-0299,create,B12 fresh-context Reviewer pending; source-backed candidate
V1-EMAP-0300,CAND-B12-SCHWEBLIN-W02,WEB-CE-B12,CAND-B12-SCHWEBLIN-W02,V1-ENT-0300,create,B12 fresh-context Reviewer pending; source-backed candidate
V1-EMAP-0301,CAND-B12-SCHWEBLIN-W03,WEB-CE-B12,CAND-B12-SCHWEBLIN-W03,V1-ENT-0301,create,B12 fresh-context Reviewer pending; source-backed candidate
V1-EMAP-0302,CAND-B12-ENRIQUEZ-W01,WEB-CE-B12,CAND-B12-ENRIQUEZ-W01,V1-ENT-0302,create,B12 fresh-context Reviewer pending; source-backed candidate
V1-EMAP-0303,CAND-B12-ENRIQUEZ-W02,WEB-CE-B12,CAND-B12-ENRIQUEZ-W02,V1-ENT-0303,create,B12 fresh-context Reviewer pending; source-backed candidate
V1-EMAP-0304,CAND-B12-ENRIQUEZ-W03,WEB-CE-B12,CAND-B12-ENRIQUEZ-W03,V1-ENT-0304,create,B12 fresh-context Reviewer pending; source-backed candidate
V1-EMAP-0305,CAND-B12-ZAMBRA-W01,WEB-CE-B12,CAND-B12-ZAMBRA-W01,V1-ENT-0305,create,B12 fresh-context Reviewer pending; source-backed candidate
V1-EMAP-0306,CAND-B12-ZAMBRA-W02,WEB-CE-B12,CAND-B12-ZAMBRA-W02,V1-ENT-0306,create,B12 fresh-context Reviewer pending; source-backed candidate
V1-EMAP-0307,CAND-B12-ZAMBRA-W03,WEB-CE-B12,CAND-B12-ZAMBRA-W03,V1-ENT-0307,create,B12 fresh-context Reviewer pending; source-backed candidate
V1-EMAP-0308,CAND-B13-COELHO-AUTHOR,WEB-CE-B13,CAND-B13-COELHO-AUTHOR,V1-ENT-0308,create,B13 fresh-context Reviewer PASS; institutional sources
V1-EMAP-0309,CAND-B13-DRUMMOND-AUTHOR,WEB-CE-B13,CAND-B13-DRUMMOND-AUTHOR,V1-ENT-0309,create,B13 fresh-context Reviewer PASS; institutional sources
V1-EMAP-0310,CAND-B13-GUILLEN-AUTHOR,WEB-CE-B13,CAND-B13-GUILLEN-AUTHOR,V1-ENT-0310,create,B13 fresh-context Reviewer PASS; institutional sources
V1-EMAP-0311,CAND-B13-COELHO-W01,WEB-CE-B13,CAND-B13-COELHO-W01,V1-ENT-0311,create,B13 fresh-context Reviewer PASS; institutional bibliography
V1-EMAP-0312,CAND-B13-COELHO-W02,WEB-CE-B13,CAND-B13-COELHO-W02,V1-ENT-0312,create,B13 fresh-context Reviewer PASS; institutional bibliography
V1-EMAP-0313,CAND-B13-COELHO-W03,WEB-CE-B13,CAND-B13-COELHO-W03,V1-ENT-0313,create,B13 fresh-context Reviewer PASS; institutional bibliography
V1-EMAP-0314,CAND-B13-DRUMMOND-W01,WEB-CE-B13,CAND-B13-DRUMMOND-W01,V1-ENT-0314,create,B13 fresh-context Reviewer PASS; ABL poetry list
V1-EMAP-0315,CAND-B13-DRUMMOND-W02,WEB-CE-B13,CAND-B13-DRUMMOND-W02,V1-ENT-0315,create,B13 fresh-context Reviewer PASS; ABL poetry list
V1-EMAP-0316,CAND-B13-DRUMMOND-W03,WEB-CE-B13,CAND-B13-DRUMMOND-W03,V1-ENT-0316,create,B13 fresh-context Reviewer PASS; ABL poetry list
V1-EMAP-0317,CAND-B13-GUILLEN-W01,WEB-CE-B13,CAND-B13-GUILLEN-W01,V1-ENT-0317,create,B13 fresh-context Reviewer PASS; Cervantes bibliography
V1-EMAP-0318,CAND-B13-GUILLEN-W02,WEB-CE-B13,CAND-B13-GUILLEN-W02,V1-ENT-0318,create,B13 fresh-context Reviewer PASS; Cervantes bibliography
V1-EMAP-0319,CAND-B13-GUILLEN-W03,WEB-CE-B13,CAND-B13-GUILLEN-W03,V1-ENT-0319,create,B13 fresh-context Reviewer PASS; Cervantes bibliography
V1-EMAP-0320,CAND-B14-LEZAMA-AUTHOR,WEB-CE-B14,CAND-B14-LEZAMA-AUTHOR,V1-ENT-0320,create,B14 fresh-context Reviewer PASS; institutional sources
V1-EMAP-0321,CAND-B14-CABRERA-AUTHOR,WEB-CE-B14,CAND-B14-CABRERA-AUTHOR,V1-ENT-0321,create,B14 fresh-context Reviewer PASS; bibliography and scholarly biography
V1-EMAP-0322,CAND-B14-SORJUANA-AUTHOR,WEB-CE-B14,CAND-B14-SORJUANA-AUTHOR,V1-ENT-0322,create,B14 fresh-context Reviewer PASS; UNAM institutional sources
V1-EMAP-0323,CAND-B14-LEZAMA-W01,WEB-CE-B14,CAND-B14-LEZAMA-W01,V1-ENT-0323,create,B14 fresh-context Reviewer PASS; bibliography
V1-EMAP-0324,CAND-B14-LEZAMA-W02,WEB-CE-B14,CAND-B14-LEZAMA-W02,V1-ENT-0324,create,B14 fresh-context Reviewer PASS; bibliography
V1-EMAP-0325,CAND-B14-LEZAMA-W03,WEB-CE-B14,CAND-B14-LEZAMA-W03,V1-ENT-0325,create,B14 fresh-context Reviewer PASS; AAP profile
V1-EMAP-0326,CAND-B14-CABRERA-W01,WEB-CE-B14,CAND-B14-CABRERA-W01,V1-ENT-0326,create,B14 fresh-context Reviewer PASS; bibliography
V1-EMAP-0327,CAND-B14-CABRERA-W02,WEB-CE-B14,CAND-B14-CABRERA-W02,V1-ENT-0327,create,B14 fresh-context Reviewer PASS; bibliography; form left open
V1-EMAP-0328,CAND-B14-CABRERA-W03,WEB-CE-B14,CAND-B14-CABRERA-W03,V1-ENT-0328,create,B14 fresh-context Reviewer PASS; bibliography
V1-EMAP-0329,CAND-B14-SORJUANA-W01,WEB-CE-B14,CAND-B14-SORJUANA-W01,V1-ENT-0329,create,B14 fresh-context Reviewer PASS; UNAM repository
V1-EMAP-0330,CAND-B14-SORJUANA-W02,WEB-CE-B14,CAND-B14-SORJUANA-W02,V1-ENT-0330,create,B14 fresh-context Reviewer PASS; UNAM repository
V1-EMAP-0331,CAND-B14-SORJUANA-W03,WEB-CE-B14,CAND-B14-SORJUANA-W03,V1-ENT-0331,create,B14 fresh-context Reviewer PASS; UNAM profile
