entity_id,entity_type,name_zh,original_name,canonical_status,origin_count,origin_refs,normalization_basis,issue_codes
V1-ENT-0182,place,危地马拉,Guatemala,candidate,1,CAND-B02-V1-ENT-0182-PLACE,B02 formal country node; retained separately from any technical parent node,NONE
V1-ENT-0183,place,巴西,Brazil,candidate,1,CAND-B02-V1-ENT-0183-PLACE,B02 formal country node; retained separately from any technical parent node,NONE
V1-ENT-0184,author,胡安·卡洛斯·奥内蒂,Juan Carlos Onetti,candidate,2,CAND-B03-ONETTI-AUTHOR,B03 institutional biography and bibliography; Chinese display name is a reader-facing canonical candidate,NONE
V1-ENT-0185,author,何塞·多诺索,José Donoso,candidate,2,CAND-B03-DONOSO-AUTHOR,B03 Biblioteca Nacional de Chile identity and bibliography; Chinese display name is a reader-facing canonical candidate,NONE
V1-ENT-0186,author,埃内斯托·萨瓦托,Ernesto Sábato,candidate,2,CAND-B03-SABATO-AUTHOR,B03 source spelling uses accented Sábato; search/display may retain unaccented variant Ernesto Sabato,NONE
V1-ENT-0187,work,《短暂的生命》,La vida breve,candidate,1,CAND-B03-V1-ENT-0187-WORK,B03 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
V1-ENT-0188,work,《造船厂》,El astillero,candidate,1,CAND-B03-V1-ENT-0188-WORK,B03 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
V1-ENT-0189,work,《告别》,Los adioses,candidate,1,CAND-B03-V1-ENT-0189-WORK,B03 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
V1-ENT-0190,work,《夜晚的淫鸟》,El obsceno pájaro de la noche,candidate,1,CAND-B03-V1-ENT-0190-WORK,B03 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
V1-ENT-0191,work,《无尽的地方》,El lugar sin límites,candidate,1,CAND-B03-V1-ENT-0191-WORK,B03 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
V1-ENT-0192,work,《加冕》,Coronación,candidate,1,CAND-B03-V1-ENT-0192-WORK,B03 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
V1-ENT-0193,work,《隧道》,El túnel,candidate,1,CAND-B03-V1-ENT-0193-WORK,B03 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
V1-ENT-0194,work,《英雄与坟墓》,Sobre héroes y tumbas,candidate,1,CAND-B03-V1-ENT-0194-WORK,B03 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
V1-ENT-0195,work,《阿巴顿，毁灭者》,Abaddón el exterminador,candidate,1,CAND-B03-V1-ENT-0195-WORK,B03 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
V1-ENT-0196,place,乌拉圭,Uruguay,candidate,1,CAND-B03-V1-ENT-0196-PLACE,B03 country node from GeoNames; coordinates intentionally omitted for country polygon rendering,NONE
V1-ENT-0197,place,圣玛丽亚,Santa María,candidate,1,CAND-B03-V1-ENT-0197-FICTIONAL-PLACE,B03 chronology identifies Santa María as a fictional literary space; no real coordinates,NONE
V1-ENT-0198,author,阿道夫·比奥伊·卡萨雷斯,Adolfo Bioy Casares,candidate,2,CAND-B04-BIOY-AUTHOR,B04 Cervantes biography/chronology; Chinese display candidate,NONE
V1-ENT-0199,author,奥古斯托·罗亚·巴斯托斯,Augusto Roa Bastos,candidate,3,CAND-B04-ROA-AUTHOR,B04 Cervantes/Fundación/ASALE identity; Chinese display candidate,NONE
V1-ENT-0200,author,奥拉西奥·基罗加,Horacio Quiroga,candidate,2,CAND-B04-QUIROGA-AUTHOR,B04 Uruguay MEC/Biblioteca Nacional identity; Chinese display candidate,NONE
V1-ENT-0201,work,《莫雷尔的发明》,La invención de Morel,candidate,1,CAND-B04-V1-ENT-0201-WORK,B04 source-backed original title and Chinese display candidate,NONE
V1-ENT-0202,work,《逃亡计划》,Plan de evasión,candidate,1,CAND-B04-V1-ENT-0202-WORK,B04 source-backed original title and Chinese display candidate,NONE
V1-ENT-0203,work,《英雄的梦》,El sueño de los héroes,candidate,1,CAND-B04-V1-ENT-0203-WORK,B04 source-backed original title and Chinese display candidate,NONE
V1-ENT-0204,work,《人子》,Hijo de hombre,candidate,1,CAND-B04-V1-ENT-0204-WORK,B04 source-backed original title and Chinese display candidate,NONE
V1-ENT-0205,work,《我，最高统帅》,Yo el Supremo,candidate,1,CAND-B04-V1-ENT-0205-WORK,B04 source-backed original title; punctuation variant retained,NONE
V1-ENT-0206,work,《检察官》,El fiscal,candidate,1,CAND-B04-V1-ENT-0206-WORK,B04 source-backed original title and Chinese display candidate,NONE
V1-ENT-0207,collection,《爱情、疯狂和死亡的故事》,Cuentos de amor de locura y de muerte,candidate,1,CAND-B04-V1-ENT-0207-WORK,B04 official Uruguay source; short-story collection entity,NONE
V1-ENT-0208,collection,《丛林故事》,Cuentos de la selva,candidate,1,CAND-B04-V1-ENT-0208-WORK,B04 official Uruguay source; short-story collection entity,NONE
V1-ENT-0209,collection,《流放者》,Los desterrados,candidate,1,CAND-B04-V1-ENT-0209-WORK,B04 official Uruguay source; short-story collection entity,NONE
V1-ENT-0210,place,巴拉圭,Paraguay,candidate,1,CAND-B04-V1-ENT-0210-PLACE,B04 GeoNames country node; no city or work setting inferred,NONE
V1-ENT-0211,author,马查多·德·阿西斯,Machado de Assis,candidate,3,CAND-B05-MACHADO-AUTHOR,B05 ABL biography/bibliography and official text; Chinese display candidate,NONE
V1-ENT-0212,author,若昂·吉马朗埃斯·罗萨,João Guimarães Rosa,candidate,3,CAND-B05-GUIMARAES-AUTHOR,B05 ABL profile/bibliography; Chinese display candidate,NONE
V1-ENT-0213,author,格拉西利亚诺·拉莫斯,Graciliano Ramos,candidate,4,CAND-B05-GRACILIANO-AUTHOR,B05 BNDigital/Itaú Cultural/Public Culture sources; Chinese display candidate,NONE
V1-ENT-0214,work,《布拉斯·库巴斯死后的回忆》,Memórias Póstumas de Brás Cubas,candidate,3,CAND-B05-V1-ENT-0214-WORK,"B05 source-backed original title, Chinese display candidate and work layer",NONE
V1-ENT-0215,work,《金卡斯·博尔巴》,Quincas Borba,candidate,1,CAND-B05-V1-ENT-0215-WORK,"B05 source-backed original title, Chinese display candidate and work layer",NONE
V1-ENT-0216,work,《堂卡斯穆罗》,Dom Casmurro,candidate,1,CAND-B05-V1-ENT-0216-WORK,"B05 source-backed original title, Chinese display candidate and work layer",NONE
V1-ENT-0217,work,《广阔腹地：条条小径》,Grande Sertão: Veredas,candidate,2,CAND-B05-V1-ENT-0217-WORK,"B05 source-backed original title, Chinese display candidate and work layer",NONE
V1-ENT-0218,collection,《萨加拉纳》,Sagarana,candidate,1,CAND-B05-V1-ENT-0218-COLLECTION,"B05 source-backed original title, Chinese display candidate and collection layer",NONE
V1-ENT-0219,collection,《第一故事》,Primeiras Estórias,candidate,1,CAND-B05-V1-ENT-0219-COLLECTION,"B05 source-backed original title, Chinese display candidate and collection layer",NONE
V1-ENT-0220,work,《枯竭的生命》,Vidas Secas,candidate,3,CAND-B05-V1-ENT-0220-WORK,"B05 source-backed original title, Chinese display candidate and work layer",NONE
V1-ENT-0221,work,《圣贝尔纳多》,São Bernardo,candidate,3,CAND-B05-V1-ENT-0221-WORK,"B05 source-backed original title, Chinese display candidate and work layer",NONE
V1-ENT-0222,work,《苦闷》,Angústia,candidate,3,CAND-B05-V1-ENT-0222-WORK,"B05 source-backed original title, Chinese display candidate and work layer",NONE
V1-ENT-0223,author,塞萨尔·巴列霍,César Vallejo,candidate,3,CAND-B06-VALLEJO-AUTHOR,B06 Casa de la Literatura biography and literary map; Chinese display candidate,NONE
V1-ENT-0224,author,鲁文·达里奥,Rubén Darío,candidate,3,CAND-B06-DARIO-AUTHOR,B06 Memoria Chilena author and bibliography pages; Chinese display candidate,NONE
V1-ENT-0225,author,何塞·马蒂,José Martí,candidate,3,CAND-B06-MARTI-AUTHOR,B06 Cervantes Virtual Cuban literature dictionary and chronology; Chinese display candidate,NONE
V1-ENT-0226,collection,《黑色使者》,Los heraldos negros,candidate,1,CAND-B06-VALLEJO-W01,B06 Casa de la Literatura original title and first-edition note; display candidate,DISPUTED-YEAR
V1-ENT-0227,collection,《特里尔塞》,Trilce,candidate,1,CAND-B06-VALLEJO-W02,B06 Casa de la Literatura original title and 1922 first edition,NONE
V1-ENT-0228,collection,《人类的诗篇》,Poemas humanos,candidate,2,CAND-B06-VALLEJO-W03,B06 Casa de la Literatura original title and 1939 edition,NONE
V1-ENT-0229,collection,《蓝……》,Azul...,candidate,2,CAND-B06-DARIO-W01,B06 Memoria Chilena title and 1888 publication,NONE
V1-ENT-0230,collection,《世俗的颂歌》,Prosas profanas,candidate,1,CAND-B06-DARIO-W02,B06 Memoria Chilena bibliography,NONE
V1-ENT-0231,collection,《生命与希望之歌》,Cantos de vida y esperanza,candidate,1,CAND-B06-DARIO-W03,B06 Memoria Chilena bibliography,NONE
V1-ENT-0232,collection,《伊斯梅利约》,Ismaelillo,candidate,2,CAND-B06-MARTI-W01,B06 Cervantes Virtual bibliography and Ismaelillo study,NONE
V1-ENT-0233,collection,《纯朴的诗》,Versos sencillos,candidate,2,CAND-B06-MARTI-W02,B06 Cervantes Virtual chronology and bibliography,NONE
V1-ENT-0234,work,《我们的美洲》,Nuestra América,candidate,2,CAND-B06-MARTI-W03,B06 Cervantes Virtual chronology and bibliography; essay layer,NONE
V1-ENT-0235,place,尼加拉瓜,Nicaragua,candidate,1,CAND-B06-PLACE-NI,B06 GeoNames country node,NONE
V1-ENT-0236,author,尼卡诺尔·帕拉,Nicanor Parra,candidate,2,CAND-B07-PARRA-AUTHOR,B07 Memoria Chilena and Universidad de Chile bibliography; Chinese display candidate,NONE
V1-ENT-0237,author,阿莱杭德拉·皮扎尼克,Alejandra Pizarnik,candidate,2,CAND-B07-PIZARNIK-AUTHOR,B07 Argentina Cultura and CVC author/works pages; Chinese display candidate,NONE
V1-ENT-0238,author,马里奥·贝内德蒂,Mario Benedetti,candidate,2,CAND-B07-BENEDETTI-AUTHOR,B07 Fundación Mario Benedetti biography and bibliography; Chinese display candidate,NONE
V1-ENT-0239,collection,《诗歌与反诗歌》,Poemas y antipoemas,candidate,1,CAND-B07-PARRA-W01,B07 Memoria Chilena title and 1954 publication,NONE
V1-ENT-0240,collection,《沙龙篇》,Versos de salón,candidate,1,CAND-B07-PARRA-W02,B07 Memoria Chilena title and 1962 publication,NONE
V1-ENT-0241,collection,《饭后演讲》,Discursos de sobremesa,candidate,1,CAND-B07-PARRA-W03,B07 Universidad de Chile bibliography and Memoria Chilena record; collection layer retained,NONE
V1-ENT-0242,collection,《狄安娜之树》,Árbol de Diana,candidate,1,CAND-B07-PIZARNIK-W01,B07 CVC bibliography and 1962 publication,NONE
V1-ENT-0243,collection,《作品与夜晚》,Los trabajos y las noches,candidate,1,CAND-B07-PIZARNIK-W02,B07 CVC bibliography and 1965 publication,NONE
V1-ENT-0244,collection,《取出疯石》,Extracción de la piedra de locura,candidate,1,CAND-B07-PIZARNIK-W03,B07 CVC bibliography and works page; 1968 publication,NONE
V1-ENT-0245,work,《休战》,La tregua,candidate,1,CAND-B07-BENEDETTI-W01,B07 Fundación Mario Benedetti first-edition record; novel layer,NONE
V1-ENT-0246,work,《谢谢你的火》,Gracias por el fuego,candidate,1,CAND-B07-BENEDETTI-W02,B07 Fundación Mario Benedetti first-edition record; novel layer,NONE
V1-ENT-0247,collection,《蒙得维的亚人》,Montevideanos,candidate,1,CAND-B07-BENEDETTI-W03,B07 Fundación Mario Benedetti first-edition record; short-story collection layer,NONE
V1-ENT-0248,author,何塞·玛丽亚·阿格达斯,José María Arguedas,candidate,2,CAND-B08-ARGUEDAS-AUTHOR,B08 BNP and Casa de la Literatura sources; Chinese display candidate,NONE
V1-ENT-0249,author,塞尔希奥·皮托尔,Sergio Pitol,candidate,2,CAND-B08-PITOL-AUTHOR,B08 Instituto Cervantes biography and bibliography; Chinese display candidate,NONE
V1-ENT-0250,author,胡安·何塞·阿雷奥拉,Juan José Arreola,candidate,3,CAND-B08-ARREOLA-AUTHOR,B08 Fonoteca Nacional and CVC sources; Chinese display candidate,NONE
V1-ENT-0251,work,《血的节日》,Yawar fiesta,candidate,1,CAND-B08-ARGUEDAS-W01,B08 Casa de la Literatura chronology; novel layer,NONE
V1-ENT-0252,work,《深沉的河流》,Los ríos profundos,candidate,1,CAND-B08-ARGUEDAS-W02,B08 Casa de la Literatura bibliography and work page; novel layer,NONE
V1-ENT-0253,work,《所有的血》,Todas las sangres,candidate,1,CAND-B08-ARGUEDAS-W03,B08 Casa de la Literatura chronology; novel layer,NONE
V1-ENT-0254,work,《爱情游行》,El desfile del amor,candidate,1,CAND-B08-PITOL-W01,B08 Instituto Cervantes biography and bibliography; novel layer,NONE
V1-ENT-0255,work,《驯服神圣苍鹭》,Domar a la divina garza,candidate,1,CAND-B08-PITOL-W02,B08 Instituto Cervantes biography and bibliography; novel layer,NONE
V1-ENT-0256,work,《婚姻生活》,La vida conyugal,candidate,1,CAND-B08-PITOL-W03,B08 Instituto Cervantes biography and bibliography; novel layer,NONE
V1-ENT-0257,collection,《孔法布拉里奥》,Confabulario,candidate,1,CAND-B08-ARREOLA-W01,B08 CVC bibliography; collection layer,NONE
V1-ENT-0258,collection,《动物集》,Bestiario,candidate,1,CAND-B08-ARREOLA-W02,B08 CVC/Fonoteca sources; same title as Cortázar kept as author-specific entity,NONE
V1-ENT-0259,work,《集市》,La feria,candidate,1,CAND-B08-ARREOLA-W03,B08 CVC bibliography and Fonoteca source; novel layer,NONE
V1-ENT-0260,author,埃莱娜·波尼亚托夫斯卡,Elena Poniatowska,candidate,3,CAND-B09-PONIATOWSKA-AUTHOR,B09 UNAM sources; Chinese display candidate,NONE
V1-ENT-0261,author,何塞·埃米利奥·帕切科,José Emilio Pacheco,candidate,3,CAND-B09-PACHECO-AUTHOR,"B09 Cervantes, Colegio Nacional and CEPE sources; Chinese display candidate",NONE
V1-ENT-0262,author,罗贝托·波拉尼奥,Roberto Bolaño,candidate,3,CAND-B09-BOLANO-AUTHOR,B09 Memoria Chilena sources; Chinese display candidate,NONE
V1-ENT-0263,work,《特拉特洛尔科之夜》,La noche de Tlatelolco,candidate,1,CAND-B09-PONIATOWSKA-W01,B09 UNAM sources; work layer,NONE
V1-ENT-0264,work,《直到见到你，我的赫苏斯》,Hasta no verte Jesús mío,candidate,1,CAND-B09-PONIATOWSKA-W02,B09 UNAM sources; work layer,NONE
V1-ENT-0265,work,《蒂娜》,Tinísima,candidate,1,CAND-B09-PONIATOWSKA-W03,B09 UNAM sources; year conflict retained,DISPUTED-YEAR
V1-ENT-0266,work,《沙漠中的战斗》,Las batallas en el desierto,candidate,1,CAND-B09-PACHECO-W01,B09 Cervantes/Colegio Nacional/CEPE sources; work layer,NONE
V1-ENT-0267,collection,《快乐原则》,El principio del placer,candidate,1,CAND-B09-PACHECO-W02,B09 Cervantes/Colegio Nacional/CEPE sources; collection layer,NONE
V1-ENT-0268,collection,《不要问我时间如何流逝》,No me preguntes cómo pasa el tiempo,candidate,1,CAND-B09-PACHECO-W03,B09 Cervantes/Colegio Nacional/CEPE sources; collection layer,NONE
V1-ENT-0269,work,《荒野侦探》,Los detectives salvajes,candidate,1,CAND-B09-BOLANO-W01,B09 Memoria Chilena sources; work layer,NONE
V1-ENT-0270,work,《2666》,2666,candidate,1,CAND-B09-BOLANO-W02,B09 Memoria Chilena sources; posthumous work layer,NONE
V1-ENT-0271,work,《遥远的星辰》,Estrella distante,candidate,1,CAND-B09-BOLANO-W03,B09 Memoria Chilena sources; work layer,NONE
V1-ENT-0272,author,爱德华多·加莱亚诺,Eduardo Galeano,candidate,2,CAND-B10-GALEANO-AUTHOR,B10 Uruguay Educa and Argentina Culture sources; Chinese display candidate,NONE
V1-ENT-0273,author,里卡多·皮格利亚,Ricardo Piglia,candidate,3,CAND-B10-PIGLIA-AUTHOR,"B10 Piglia archive, Princeton and UNLP sources; Chinese display candidate",NONE
V1-ENT-0274,author,塞萨尔·艾拉,César Aira,candidate,2,CAND-B10-AIRA-AUTHOR,B10 Biblioteca Nacional and Konex sources; Chinese display candidate,NONE
V1-ENT-0275,work,《拉丁美洲被切开的血管》,Las venas abiertas de América Latina,candidate,1,CAND-B10-GALEANO-W01,B10 Uruguay Educa and Argentina Culture sources; work layer,NONE
V1-ENT-0276,collection,《火的记忆Ⅰ：创世纪》,Memoria del fuego I. Los nacimientos,candidate,1,CAND-B10-GALEANO-W02,B10 Uruguay Educa chronology and Uruguay catalog; collection layer,NONE
V1-ENT-0277,collection,《拥抱之书》,El libro de los abrazos,candidate,1,CAND-B10-GALEANO-W03,B10 Uruguay Educa chronology and Uruguay catalog; collection layer,NONE
V1-ENT-0278,work,《人工呼吸》,Respiración artificial,candidate,1,CAND-B10-PIGLIA-W01,B10 Piglia archive and UNLP bibliography; work layer,NONE
V1-ENT-0279,work,《燃烧的钱》,Plata quemada,candidate,1,CAND-B10-PIGLIA-W02,"B10 Piglia archive, Princeton and UNLP bibliography; work layer",NONE
V1-ENT-0280,work,《夜间目标》,Blanco nocturno,candidate,1,CAND-B10-PIGLIA-W03,"B10 Piglia archive, Princeton and UNLP bibliography; work layer",NONE
V1-ENT-0281,work,《女俘爱玛》,Ema la cautiva,candidate,1,CAND-B10-AIRA-W01,B10 Konex and UNLP research; work layer,NONE
V1-ENT-0282,work,《中国小说》,Una novela china,candidate,1,CAND-B10-AIRA-W02,B10 Konex and university journal research; work layer,NONE
V1-ENT-0283,work,《文学大会》,El congreso de literatura,candidate,1,CAND-B10-AIRA-W03,B10 Konex and peer-reviewed research; work layer,NONE
V1-ENT-0284,author,曼努埃尔·普伊格,Manuel Puig,candidate,1,CAND-B11-PUIG-AUTHOR,B11 Biblioteca Nacional and Buenos Aires library catalog; Chinese display candidate,NONE
V1-ENT-0285,author,西尔维娜·奥坎波,Silvina Ocampo,candidate,1,CAND-B11-OCAMPO-AUTHOR,B11 Educ.ar and Argentina Culture profiles; Chinese display candidate,NONE
V1-ENT-0286,author,罗贝托·阿尔特,Roberto Arlt,candidate,1,CAND-B11-ARLT-AUTHOR,B11 Biblioteca Nacional and Biblioteca del Congreso profiles; Chinese display candidate,NONE
V1-ENT-0287,work,《蜘蛛女之吻》,El beso de la mujer araña,candidate,1,CAND-B11-PUIG-W01,B11 institutional bibliography; work layer,NONE
V1-ENT-0288,work,《丽塔·海华丝的背叛》,La traición de Rita Hayworth,candidate,1,CAND-B11-PUIG-W02,B11 institutional bibliography; work layer,NONE
V1-ENT-0289,work,《红唇》,Boquitas pintadas,candidate,1,CAND-B11-PUIG-W03,B11 institutional bibliography; work layer,NONE
V1-ENT-0290,collection,《被遗忘的旅程》,Viaje olvidado,candidate,1,CAND-B11-OCAMPO-W01,B11 institutional bibliography; collection layer,NONE
V1-ENT-0291,collection,《愤怒》,La furia,candidate,1,CAND-B11-OCAMPO-W02,B11 institutional bibliography; collection layer,NONE
V1-ENT-0292,collection,《邀请》,Las invitadas,candidate,1,CAND-B11-OCAMPO-W03,B11 institutional bibliography; collection layer,NONE
V1-ENT-0293,work,《七个疯子》,Los siete locos,candidate,1,CAND-B11-ARLT-W01,B11 institutional bibliography; work layer,NONE
V1-ENT-0294,work,《火焰喷射器》,Los lanzallamas,candidate,1,CAND-B11-ARLT-W02,B11 institutional bibliography; work layer,NONE
V1-ENT-0295,work,《疯玩具》,El juguete rabioso,candidate,1,CAND-B11-ARLT-W03,B11 institutional bibliography; work layer,NONE
V1-ENT-0296,author,萨曼塔·施韦布林,Samanta Schweblin,candidate,1,CAND-B12-SCHWEBLIN-AUTHOR,B12 Argentina Ministry and PRH profiles; Chinese display candidate,NONE
V1-ENT-0297,author,玛丽安娜·恩里克斯,Mariana Enriquez,candidate,1,CAND-B12-ENRIQUEZ-AUTHOR,B12 Anagrama institutional profiles; Chinese display candidate,NONE
V1-ENT-0298,author,亚历杭德罗·桑布拉,Alejandro Zambra,candidate,1,CAND-B12-ZAMBRA-AUTHOR,B12 Anagrama and Memoria Chilena profiles; Chinese display candidate,NONE
V1-ENT-0299,work,《救援距离》,Distancia de rescate,candidate,1,CAND-B12-SCHWEBLIN-W01,B12 publisher/institutional bibliography; work layer,NONE
V1-ENT-0300,collection,《口中之鸟》,Pájaros en la boca,candidate,1,CAND-B12-SCHWEBLIN-W02,B12 publisher/institutional bibliography; collection layer,NONE
V1-ENT-0301,collection,《七座空屋》,Siete casas vacías,candidate,1,CAND-B12-SCHWEBLIN-W03,B12 institutional/publisher bibliography; collection layer,NONE
V1-ENT-0302,collection,《我们在火中失去的东西》,Las cosas que perdimos en el fuego,candidate,1,CAND-B12-ENRIQUEZ-W01,B12 Anagrama bibliography; collection layer,NONE
V1-ENT-0303,work,《我们的夜晚》,Nuestra parte de noche,candidate,1,CAND-B12-ENRIQUEZ-W02,B12 Anagrama bibliography; novel layer,NONE
V1-ENT-0304,collection,《床上吸烟的危险》,Los peligros de fumar en la cama,candidate,1,CAND-B12-ENRIQUEZ-W03,B12 Anagrama bibliography; collection layer,NONE
V1-ENT-0305,work,《盆栽》,Bonsái,candidate,1,CAND-B12-ZAMBRA-W01,B12 Anagrama and Memoria Chilena bibliography; work layer,NONE
V1-ENT-0306,work,《树木的私生活》,La vida privada de los árboles,candidate,1,CAND-B12-ZAMBRA-W02,B12 Anagrama and Memoria Chilena bibliography; work layer,NONE
V1-ENT-0307,work,《回家的方式》,Formas de volver a casa,candidate,1,CAND-B12-ZAMBRA-W03,B12 Anagrama and Memoria Chilena bibliography; work layer,NONE
V1-ENT-0308,author,保罗·柯艾略,Paulo Coelho,candidate,1,CAND-B13-COELHO-AUTHOR,B13 ABL and USP profiles; Chinese display candidate,NONE
V1-ENT-0309,author,卡洛斯·德鲁蒙德·德·安德拉德,Carlos Drummond de Andrade,candidate,1,CAND-B13-DRUMMOND-AUTHOR,B13 ABL and BNDigital profiles; Chinese display candidate,NONE
V1-ENT-0310,author,尼古拉斯·纪廉,Nicolás Guillén,candidate,1,CAND-B13-GUILLEN-AUTHOR,B13 Cervantes Virtual and CVC profiles; Chinese display candidate,NONE
V1-ENT-0311,work,《牧羊少年奇幻之旅》,O Alquimista,candidate,1,CAND-B13-COELHO-W01,B13 institutional bibliography; work layer,NONE
V1-ENT-0312,work,《维罗妮卡决定去死》,Veronika Decide Morrer,candidate,1,CAND-B13-COELHO-W02,B13 institutional bibliography; work layer,NONE
V1-ENT-0313,work,《十一分钟》,Onze Minutos,candidate,1,CAND-B13-COELHO-W03,B13 institutional bibliography; work layer,NONE
V1-ENT-0314,collection,《某种诗》,Alguma poesia,candidate,1,CAND-B13-DRUMMOND-W01,B13 ABL poetry list; collection layer,NONE
V1-ENT-0315,collection,《人民的玫瑰》,A rosa do povo,candidate,1,CAND-B13-DRUMMOND-W02,B13 ABL poetry list; collection layer,NONE
V1-ENT-0316,collection,《明晰之谜》,Claro enigma,candidate,1,CAND-B13-DRUMMOND-W03,B13 ABL poetry list; collection layer,NONE
V1-ENT-0317,collection,《松调》,Motivos de son,candidate,1,CAND-B13-GUILLEN-W01,B13 Cervantes bibliography; collection layer,NONE
V1-ENT-0318,collection,《桑戈罗·科松戈》,Sóngoro cosongo,candidate,1,CAND-B13-GUILLEN-W02,B13 Cervantes bibliography; collection layer,NONE
V1-ENT-0319,collection,《西印度公司》,"West Indies, Ltd.",candidate,1,CAND-B13-GUILLEN-W03,B13 Cervantes bibliography; collection layer,NONE
V1-ENT-0320,author,何塞·莱萨马·利马,José Lezama Lima,candidate,1,CAND-B14-LEZAMA-AUTHOR,B14 AAP and Cervantes Virtual profiles; Chinese display candidate,NONE
V1-ENT-0321,author,吉列尔莫·卡夫雷拉·因凡特,Guillermo Cabrera Infante,candidate,1,CAND-B14-CABRERA-AUTHOR,B14 bibliography and University of Texas Press profile; Chinese display candidate,NONE
V1-ENT-0322,author,索尔·胡安娜·伊内斯·德·拉·克鲁斯,Sor Juana Inés de la Cruz,candidate,1,CAND-B14-SORJUANA-AUTHOR,B14 UNAM institutional profiles; Chinese display candidate,NONE
V1-ENT-0323,work,《天堂》,Paradiso,candidate,1,CAND-B14-LEZAMA-W01,B14 bibliography; work layer,NONE
V1-ENT-0324,work,《奥皮亚诺·利卡里奥》,Oppiano Licario,candidate,1,CAND-B14-LEZAMA-W02,B14 bibliography; work layer,NONE
V1-ENT-0325,work,《美洲的表达》,La expresión americana,candidate,1,CAND-B14-LEZAMA-W03,B14 AAP lecture/publication profile; work layer,NONE
V1-ENT-0326,work,《三只忧伤的老虎》,Tres tristes tigres,candidate,1,CAND-B14-CABRERA-W01,B14 bibliography; work layer,NONE
V1-ENT-0327,work,《热带黎明景观》,Vista del amanecer en el trópico,candidate,1,CAND-B14-CABRERA-W02,B14 bibliography supports title/year; form left open; display label corrected to match the original title,NONE
V1-ENT-0328,work,《哈瓦那，一个早夭婴儿的回忆》,La Habana para un infante difunto,candidate,1,CAND-B14-CABRERA-W03,B14 bibliography supports title/year; form left open,NONE
V1-ENT-0329,work,《第一梦》,Primero sueño,candidate,1,CAND-B14-SORJUANA-W01,B14 UNAM repository; work layer,NONE
V1-ENT-0330,work,《答索尔·菲洛特娅》,Respuesta a Sor Filotea de la Cruz,candidate,1,CAND-B14-SORJUANA-W02,B14 UNAM repository; work layer,NONE
V1-ENT-0331,work,《爱情是更大的迷宫》,Amor es más laberinto,candidate,1,CAND-B14-SORJUANA-W03,B14 UNAM institutional profile; work layer,NONE
V1-ENT-0332,author,胡利奥·拉蒙·里贝罗,Julio Ramón Ribeyro,candidate,1,CAND-B15-RIBEYRO-AUTHOR,B15 Peruvian Ministry cultural biography and UNMSM article; Chinese display candidate,NONE
V1-ENT-0333,author,胡安·何塞·萨埃尔,Juan José Saer,candidate,1,CAND-B15-SAER-AUTHOR,B15 Argentina government cultural biography and UNL scholarly research; Chinese display candidate,NONE
V1-ENT-0334,author,雷纳尔多·阿雷纳斯,Reinaldo Arenas,candidate,1,CAND-B15-ARENAS-AUTHOR,B15 Princeton finding-aid and university research; Chinese display candidate,NONE
V1-ENT-0335,collection,《没有羽毛的秃鹫》,Los gallinazos sin plumas,candidate,1,CAND-B15-RIBEYRO-W01,B15 official bibliography and UNMSM article; collection layer,NONE
V1-ENT-0336,collection,《西尔维奥在玫瑰园》,Silvio en El Rosedal,candidate,1,CAND-B15-RIBEYRO-W02,B15 official bibliography; collection layer,NONE
V1-ENT-0337,collection,《无言之词》,La palabra del mudo,candidate,1,CAND-B15-RIBEYRO-W03,B15 official bibliography; collection layer; edition-year note,NONE
V1-ENT-0338,work,《皇家柠檬树》,El limonero real,candidate,1,CAND-B15-SAER-W01,B15 Argentina government and UNL scholarly bibliography; work layer,NONE
V1-ENT-0339,work,《继子》,El entenado,candidate,1,CAND-B15-SAER-W02,B15 Argentina government and UNL scholarly bibliography; work layer,NONE
V1-ENT-0340,work,《格洛萨》,Glosa,candidate,1,CAND-B15-SAER-W03,B15 Argentina government and UNL scholarly bibliography; 1985/1986 year gap retained,DISPUTED-YEAR
V1-ENT-0341,work,《黎明前的塞莱斯蒂诺》,Celestino antes del alba,candidate,1,CAND-B15-ARENAS-W01,B15 Cardiff University Press article; work layer,NONE
V1-ENT-0342,work,《幻梦世界》,El mundo alucinante,candidate,1,CAND-B15-ARENAS-W02,B15 Cardiff University Press article; work layer,NONE
V1-ENT-0343,work,《夜幕降临前》,Antes que anochezca,candidate,1,CAND-B15-ARENAS-W03,B15 Universidad de Antioquia review; autobiographical work layer,NONE
V1-ENT-0344,author,路易斯·塞普尔维达,Luis Sepúlveda,candidate,1,CAND-B16-SEPULVEDA-AUTHOR,Published Chinese author spelling supported by China Writers Net; original name retained.,NONE
