entity_id,entity_type,display_name,classification,primary_field,primary_status,auto_approved_fields,user_review_fields,hold_fields,missing_required_fields,facts,direct_sources,content_card,bibliographic_copy_rebase,priority,recommended_action,route,notes
V1-ENT-0186,author,埃内斯托·萨瓦托,PUBLIC_BIBLIOGRAPHIC_COPY,reader_lede,auto_approved,2,4,0,,5,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0187,work,《短暂的生命》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0188,work,《造船厂》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0189,work,《告别》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0190,work,《污秽的夜鸟》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0191,work,《无尽的地方》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0192,work,《加冕》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0193,work,《隧道》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0194,work,《英雄与坟墓》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0195,work,《毁灭者亚巴顿》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0196,place,乌拉圭,USER_REVIEW_LOW_JUDGMENT,literary_intro,user_review,0,4,0,,0,0,no,no,P1,LOW_JUDGMENT_REVIEW,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0197,place,圣玛丽亚,USER_REVIEW_LOW_JUDGMENT,literary_intro,user_review,0,4,0,,0,0,no,no,P1,LOW_JUDGMENT_REVIEW,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0198,author,阿道夫·比奥伊·卡萨雷斯,PUBLIC_BIBLIOGRAPHIC_COPY,reader_lede,auto_approved,2,4,0,,5,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0199,author,奥古斯托·罗亚·巴斯托斯,PUBLIC_BIBLIOGRAPHIC_COPY,reader_lede,auto_approved,2,4,0,,5,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0200,author,奥拉西奥·基罗加,PUBLIC_BIBLIOGRAPHIC_COPY,reader_lede,auto_approved,2,4,0,,5,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0201,work,《莫雷尔的发明》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0202,work,《逃亡计划》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0203,work,《英雄的梦》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0204,work,《人子》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0205,work,《我，最高统帅》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0206,work,《检察官》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0207,collection,《爱情、疯狂和死亡的故事》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0208,collection,《丛林故事》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0209,collection,《流放者》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0210,place,巴拉圭,USER_REVIEW_LOW_JUDGMENT,literary_intro,user_review,0,4,0,,0,0,no,no,P1,LOW_JUDGMENT_REVIEW,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0211,author,马查多·德·阿西斯,PUBLIC_BIBLIOGRAPHIC_COPY,reader_lede,auto_approved,2,4,0,,5,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0212,author,若昂·吉马朗埃斯·罗萨,PUBLIC_BIBLIOGRAPHIC_COPY,reader_lede,auto_approved,2,4,0,,5,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0213,author,格拉西利亚诺·拉莫斯,PUBLIC_BASIC,reader_lede,auto_approved,2,4,0,,5,4,yes,no,DEFER,REVIEW,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0214,work,《布拉斯·库巴斯死后的回忆》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0215,work,《金卡斯·博尔巴》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0216,work,《堂卡斯穆罗》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0217,work,《广阔腹地：条条小径》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0218,collection,《萨加拉纳》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0219,collection,《第一故事》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0220,work,《枯竭的生命》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0221,work,《圣贝尔纳多》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0222,work,《苦闷》,PUBLIC_BIBLIOGRAPHIC_COPY,story_intro,auto_approved,3,3,0,,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P0,REWRITE,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0223,author,塞萨尔·巴列霍,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0224,author,鲁文·达里奥,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0225,author,何塞·马蒂,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0226,collection,《黑色使者》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,6,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0227,collection,《特里尔塞》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,6,0,,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0228,collection,《人类的诗篇》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,6,0,,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0229,collection,《蓝……》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,6,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0230,collection,《世俗的颂歌》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,6,0,,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0231,collection,《生命与希望之歌》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,6,0,,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0232,collection,《伊斯梅利约》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,6,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0233,collection,《纯朴的诗》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,6,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0234,work,《我们的美洲》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,6,0,,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0235,place,尼加拉瓜,USER_REVIEW_LOW_JUDGMENT,literary_intro,user_review,0,4,0,,0,0,no,no,P1,LOW_JUDGMENT_REVIEW,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0236,author,尼卡诺尔·帕拉,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0237,author,阿莱杭德拉·皮扎尼克,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0238,author,马里奥·贝内德蒂,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0239,collection,《诗歌与反诗歌》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0240,collection,《沙龙篇》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0241,collection,《饭后演讲》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0242,collection,《狄安娜之树》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0243,collection,《作品与夜晚》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0244,collection,《取出疯石》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0245,work,《休战》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0246,work,《谢谢你的火》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0247,collection,《蒙得维的亚人》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0248,author,何塞·玛丽亚·阿格达斯,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0249,author,塞尔希奥·皮托尔,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0250,author,胡安·何塞·阿雷奥拉,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0251,work,《血的节日》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0252,work,《深沉的河流》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0253,work,《所有的血》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0254,work,《爱情游行》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0255,work,《驯服神圣苍鹭》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0256,work,《婚姻生活》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0257,collection,《孔法布拉里奥》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0258,collection,《动物集》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0259,work,《集市》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0260,author,埃莱娜·波尼亚托夫斯卡,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0261,author,何塞·埃米利奥·帕切科,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0262,author,罗贝托·波拉尼奥,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0263,work,《特拉特洛尔科之夜》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0264,work,《直到见到你，我的赫苏斯》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0265,work,《蒂娜》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0266,work,《沙漠中的战斗》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0267,collection,《快乐原则》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0268,collection,《不要问我时间如何流逝》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0269,work,《荒野侦探》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0270,work,《2666》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0271,work,《遥远的星辰》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0272,author,爱德华多·加莱亚诺,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,6,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0273,author,里卡多·皮格利亚,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0274,author,塞萨尔·艾拉,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0275,work,《拉丁美洲被切开的血管》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0276,collection,《火的记忆Ⅰ：创世纪》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0277,collection,《拥抱之书》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0278,work,《人工呼吸》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0279,work,《燃烧的钱》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0280,work,《夜间目标》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0281,work,《女俘爱玛》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
