entity_id,entity_type,original_name,current_name_zh,proposed_name_zh,display_name_status,current_evidence,issue_type,recommended_action,audit_decision,confidence,requires_research,priority,core_scope,origin_batch,notes
V1-ENT-0150,collection,Ternura,《柔情集》,《柔情集》,canonical_candidate,CAND-B-SRC-003,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0151,collection,Tala,《塔拉集》,《塔拉集》,canonical_candidate,CAND-B-SRC-003,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0153,place,Vicuña,比库尼亚,比库尼亚,canonical_candidate,CAND-B-SRC-001,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0154,work,El laberinto de la soledad,《孤独的迷宫》,《孤独的迷宫》,canonical_candidate,CAND-C-SRC-001; CAND-C-SRC-004,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0155,work,El arco y la lira,《弓与琴》,《弓与琴》,canonical_candidate,CAND-C-SRC-003; CAND-C-SRC-004,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0156,work,Piedra de sol,《太阳石》,《太阳石》,canonical_candidate,CAND-C-SRC-003; CAND-C-SRC-004,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0158,work,El amor en los tiempos del cólera,《霍乱时期的爱情》,《霍乱时期的爱情》,canonical_candidate,CAND-D-SRC-03;CAND-D-SRC-14,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0159,work,El otoño del patriarca,《族长的秋天》,《族长的秋天》,canonical_candidate,CAND-D-SRC-04;CAND-D-SRC-15,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0160,work,La casa verde,《绿房子》,《绿房子》,canonical_candidate,CAND-D-SRC-06;CAND-D-SRC-16,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0161,work,Pantaleón y las visitadoras,《潘达雷昂上尉与劳军女郎》,《潘达雷昂上尉与劳军女郎》,canonical_candidate,CAND-D-SRC-07;CAND-D-SRC-17,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0162,collection,El libro de arena,《沙之书》,《沙之书》,canonical_candidate,CAND-D-SRC-01;CAND-D-SRC-12,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0163,collection,El informe de Brodie,《布罗迪报告》,《布罗迪报告》,canonical_candidate,CAND-D-SRC-02;CAND-D-SRC-13,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0164,collection,Las armas secretas,《秘密武器》,《秘密武器》,canonical_candidate,SRC-0066（reuse）;CAND-D-SRC-05;CAND-D-SRC-18,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0165,collection,Cien sonetos de amor,《一百首爱情十四行诗》,《一百首爱情十四行诗》,canonical_candidate,CAND-D-SRC-08;CAND-D-SRC-20,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0166,collection,Felicidade clandestina,《隐秘的幸福》,《隐秘的幸福》,canonical_candidate,CAND-D-SRC-09;CAND-D-SRC-19,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0167,collection,Guerra del tiempo,《时间之战》,《时间之战》,canonical_candidate,CAND-PM-SRC-02,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0168,work,El acoso,《追击》,《追击》,canonical_candidate,CAND-PM-SRC-01,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0169,work,Aura,《奥拉》,《奥拉》,canonical_candidate,CAND-HY3-SRC-01,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0170,author,Miguel Ángel Asturias,米格尔·安赫尔·阿斯图里亚斯,米格尔·安赫尔·阿斯图里亚斯,provisional_title,CAND-B02-MIGUEL-AUTHOR,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B02,
V1-ENT-0171,author,Isabel Allende,伊莎贝尔·阿连德,伊莎贝尔·阿连德,provisional_title,CAND-B02-ISABEL-AUTHOR,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B02,
V1-ENT-0172,author,Jorge Amado,若热·亚马多,若热·亚马多,published_name,WCD03-SRC-01,documented Chinese publication usage differs from current label,replace with published Chinese author spelling,REPLACE,high,no,P0,formal_public,WEB-CE-B02,previous label should become an alias candidate when an alias schema exists: 若热·亚马多
V1-ENT-0173,work,El Señor Presidente,《总统先生》,《总统先生》,provisional_title,CAND-B02-V1-ENT-0173-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B02,
V1-ENT-0174,work,Hombres de maíz,《玉米人》,《玉米人》,provisional_title,CAND-B02-V1-ENT-0174-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B02,
V1-ENT-0175,collection,Leyendas de Guatemala,《危地马拉传说》,《危地马拉传说》,provisional_title,CAND-B02-V1-ENT-0175-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B02,
V1-ENT-0176,work,La casa de los espíritus,《幽灵之家》,《幽灵之家》,provisional_title,CAND-B02-V1-ENT-0176-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B02,
V1-ENT-0177,work,De amor y de sombras,《爱情与阴影》,《爱情与阴影》,provisional_title,CAND-B02-V1-ENT-0177-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B02,
V1-ENT-0178,work,Eva Luna,《伊娃·露娜》,《伊娃·露娜》,provisional_title,CAND-B02-V1-ENT-0178-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B02,
V1-ENT-0179,work,Dona Flor e seus dois maridos,《弗洛尔和她的两个丈夫》,《弗洛尔和她的两个丈夫》,provisional_title,CAND-B02-V1-ENT-0179-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B02,
V1-ENT-0180,work,"Gabriela, cravo e canela",《加布里埃拉》,《加布里埃拉》,provisional_title,CAND-B02-V1-ENT-0180-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B02,
V1-ENT-0181,work,Capitães da Areia,《沙滩船长》,《沙滩船长》,provisional_title,CAND-B02-V1-ENT-0181-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B02,
V1-ENT-0182,place,Guatemala,危地马拉,危地马拉,provisional_title,CAND-B02-V1-ENT-0182-PLACE,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B02,
V1-ENT-0183,place,Brazil,巴西,巴西,provisional_title,CAND-B02-V1-ENT-0183-PLACE,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B02,
V1-ENT-0184,author,Juan Carlos Onetti,胡安·卡洛斯·奥内蒂,胡安·卡洛斯·奥内蒂,provisional_title,CAND-B03-ONETTI-AUTHOR,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B03,
V1-ENT-0185,author,José Donoso,何塞·多诺索,何塞·多诺索,provisional_title,CAND-B03-DONOSO-AUTHOR,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B03,
V1-ENT-0186,author,Ernesto Sábato,埃内斯托·萨瓦托,埃内斯托·萨瓦托,provisional_title,CAND-B03-SABATO-AUTHOR,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B03,
V1-ENT-0187,work,La vida breve,《短暂的生命》,《短暂的生命》,published_title,WCD03-SRC-11;WCD03-SRC-02,multiple documented Chinese edition titles,retain current label; record the other edition title as a future alias candidate,ALIAS,high,no,P0,formal_public,WEB-CE-B03,retain the current mainland edition title 《短暂的生命》; the Taiwan edition title 《短暂的一生》 remains a future alias/edition-title candidate
V1-ENT-0188,work,El astillero,《造船厂》,《造船厂》,provisional_title,CAND-B03-V1-ENT-0188-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B03,
V1-ENT-0189,work,Los adioses,《告别》,《告别》,provisional_title,CAND-B03-V1-ENT-0189-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B03,
V1-ENT-0190,work,El obsceno pájaro de la noche,《污秽的夜鸟》,《污秽的夜鸟》,published_title,WCD03-SRC-03,documented Chinese publication usage differs from current label,replace with published Chinese title,REPLACE,high,no,P0,formal_public,WEB-CE-B03,previous label should become an alias candidate when an alias schema exists: 《污秽的夜鸟》
V1-ENT-0191,work,El lugar sin límites,《无尽的地方》,《无尽的地方》,provisional_title,CAND-B03-V1-ENT-0191-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B03,
V1-ENT-0192,work,Coronación,《加冕》,《加冕》,provisional_title,CAND-B03-V1-ENT-0192-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B03,
V1-ENT-0193,work,El túnel,《隧道》,《隧道》,provisional_title,CAND-B03-V1-ENT-0193-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B03,
V1-ENT-0194,work,Sobre héroes y tumbas,《英雄与坟墓》,《英雄与坟墓》,provisional_title,CAND-B03-V1-ENT-0194-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B03,
V1-ENT-0195,work,Abaddón el exterminador,《毁灭者亚巴顿》,《毁灭者亚巴顿》,published_title,WCD03-SRC-04,documented Chinese publication usage differs from current label,replace with published Chinese title,REPLACE,high,no,P0,formal_public,WEB-CE-B03,previous label should become an alias candidate when an alias schema exists: 《毁灭者亚巴顿》
V1-ENT-0196,place,Uruguay,乌拉圭,乌拉圭,provisional_title,CAND-B03-V1-ENT-0196-PLACE,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B03,
V1-ENT-0197,place,Santa María,圣玛丽亚,圣玛丽亚,provisional_title,CAND-B03-V1-ENT-0197-FICTIONAL-PLACE,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P1,curation_review,WEB-CE-B03,
V1-ENT-0198,author,Adolfo Bioy Casares,阿道夫·比奥伊·卡萨雷斯,阿道夫·比奥伊·卡萨雷斯,provisional_title,CAND-B04-BIOY-AUTHOR,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B04,
V1-ENT-0199,author,Augusto Roa Bastos,奥古斯托·罗亚·巴斯托斯,奥古斯托·罗亚·巴斯托斯,provisional_title,CAND-B04-ROA-AUTHOR,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B04,
V1-ENT-0200,author,Horacio Quiroga,奥拉西奥·基罗加,奥拉西奥·基罗加,provisional_title,CAND-B04-QUIROGA-AUTHOR,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B04,
V1-ENT-0201,work,La invención de Morel,《莫雷尔的发明》,《莫雷尔的发明》,provisional_title,CAND-B04-V1-ENT-0201-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B04,
V1-ENT-0202,work,Plan de evasión,《逃亡计划》,《逃亡计划》,provisional_title,CAND-B04-V1-ENT-0202-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B04,
V1-ENT-0203,work,El sueño de los héroes,《英雄的梦》,《英雄的梦》,provisional_title,CAND-B04-V1-ENT-0203-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B04,
V1-ENT-0204,work,Hijo de hombre,《人子》,《人子》,provisional_title,CAND-B04-V1-ENT-0204-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B04,
V1-ENT-0205,work,Yo el Supremo,《我，最高统帅》,《我，最高统帅》,provisional_title,CAND-B04-V1-ENT-0205-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B04,
V1-ENT-0206,work,El fiscal,《检察官》,《检察官》,provisional_title,CAND-B04-V1-ENT-0206-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B04,
V1-ENT-0207,collection,Cuentos de amor de locura y de muerte,《爱情、疯狂和死亡的故事》,《爱情、疯狂和死亡的故事》,provisional_title,CAND-B04-V1-ENT-0207-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B04,
V1-ENT-0208,collection,Cuentos de la selva,《丛林故事》,《丛林故事》,provisional_title,CAND-B04-V1-ENT-0208-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B04,
V1-ENT-0209,collection,Los desterrados,《流放者》,《流放者》,provisional_title,CAND-B04-V1-ENT-0209-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B04,
V1-ENT-0210,place,Paraguay,巴拉圭,巴拉圭,provisional_title,CAND-B04-V1-ENT-0210-PLACE,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B04,
V1-ENT-0211,author,Machado de Assis,马查多·德·阿西斯,马查多·德·阿西斯,provisional_title,CAND-B05-MACHADO-AUTHOR,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B05,
V1-ENT-0212,author,João Guimarães Rosa,若昂·吉马朗埃斯·罗萨,若昂·吉马朗埃斯·罗萨,provisional_title,CAND-B05-GUIMARAES-AUTHOR,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B05,
V1-ENT-0213,author,Graciliano Ramos,格拉西利亚诺·拉莫斯,格拉西利亚诺·拉莫斯,provisional_title,CAND-B05-GRACILIANO-AUTHOR,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B05,
V1-ENT-0214,work,Memórias Póstumas de Brás Cubas,《布拉斯·库巴斯死后的回忆》,《布拉斯·库巴斯死后的回忆》,provisional_title,CAND-B05-V1-ENT-0214-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B05,
V1-ENT-0215,work,Quincas Borba,《金卡斯·博尔巴》,《金卡斯·博尔巴》,provisional_title,CAND-B05-V1-ENT-0215-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B05,
V1-ENT-0216,work,Dom Casmurro,《堂卡斯穆罗》,《堂卡斯穆罗》,provisional_title,CAND-B05-V1-ENT-0216-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B05,
V1-ENT-0217,work,Grande Sertão: Veredas,《广阔腹地：条条小径》,《广阔腹地：条条小径》,provisional_title,CAND-B05-V1-ENT-0217-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B05,
V1-ENT-0218,collection,Sagarana,《萨加拉纳》,《萨加拉纳》,provisional_title,CAND-B05-V1-ENT-0218-COLLECTION,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B05,
V1-ENT-0219,collection,Primeiras Estórias,《第一故事》,《第一故事》,provisional_title,CAND-B05-V1-ENT-0219-COLLECTION,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B05,
V1-ENT-0220,work,Vidas Secas,《枯竭的生命》,《枯竭的生命》,provisional_title,CAND-B05-V1-ENT-0220-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B05,
V1-ENT-0221,work,São Bernardo,《圣贝尔纳多》,《圣贝尔纳多》,provisional_title,CAND-B05-V1-ENT-0221-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B05,
V1-ENT-0222,work,Angústia,《苦闷》,《苦闷》,provisional_title,CAND-B05-V1-ENT-0222-WORK,working Chinese display label; no Chinese-edition claim,retain provisional label and original-name anchor,PROVISIONAL,medium,no,P0,formal_public,WEB-CE-B05,
V1-ENT-0223,author,César Vallejo,塞萨尔·巴列霍,塞萨尔·巴列霍,common_title,CAND-B06-VALLEJO-AUTHOR,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B06,
V1-ENT-0224,author,Rubén Darío,鲁文·达里奥,鲁文·达里奥,common_title,CAND-B06-DARIO-AUTHOR,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B06,
V1-ENT-0225,author,José Martí,何塞·马蒂,何塞·马蒂,common_title,CAND-B06-MARTI-AUTHOR,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B06,
V1-ENT-0226,collection,Los heraldos negros,《黑色使者》,《黑色使者》,common_title,CAND-B06-VALLEJO-W01,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B06,
V1-ENT-0227,collection,Trilce,《特里尔塞》,《特里尔塞》,common_title,CAND-B06-VALLEJO-W02,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B06,
V1-ENT-0228,collection,Poemas humanos,《人类的诗篇》,《人类的诗篇》,common_title,CAND-B06-VALLEJO-W03,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B06,
V1-ENT-0229,collection,Azul...,《蓝……》,《蓝……》,common_title,CAND-B06-DARIO-W01,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B06,
V1-ENT-0230,collection,Prosas profanas,《世俗的颂歌》,《世俗的颂歌》,common_title,CAND-B06-DARIO-W02,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B06,
V1-ENT-0231,collection,Cantos de vida y esperanza,《生命与希望之歌》,《生命与希望之歌》,common_title,CAND-B06-DARIO-W03,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B06,
V1-ENT-0232,collection,Ismaelillo,《伊斯梅利约》,《伊斯梅利约》,common_title,CAND-B06-MARTI-W01,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B06,
V1-ENT-0233,collection,Versos sencillos,《纯朴的诗》,《纯朴的诗》,common_title,CAND-B06-MARTI-W02,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B06,
V1-ENT-0234,work,Nuestra América,《我们的美洲》,《我们的美洲》,common_title,CAND-B06-MARTI-W03,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B06,
V1-ENT-0235,place,Nicaragua,尼加拉瓜,尼加拉瓜,canonical_country_name,CAND-B06-PLACE-NI,none,retain,PASS,high,no,P0,formal_public,WEB-CE-B06,
V1-ENT-0236,author,Nicanor Parra,尼卡诺尔·帕拉,尼卡诺尔·帕拉,common_title,CAND-B07-PARRA-AUTHOR,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B07,
V1-ENT-0237,author,Alejandra Pizarnik,阿莱杭德拉·皮扎尼克,阿莱杭德拉·皮扎尼克,common_title,CAND-B07-PIZARNIK-AUTHOR,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B07,
V1-ENT-0238,author,Mario Benedetti,马里奥·贝内德蒂,马里奥·贝内德蒂,common_title,CAND-B07-BENEDETTI-AUTHOR,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B07,
V1-ENT-0239,collection,Poemas y antipoemas,《诗歌与反诗歌》,《诗歌与反诗歌》,common_title,CAND-B07-PARRA-W01,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B07,
V1-ENT-0240,collection,Versos de salón,《沙龙篇》,《沙龙篇》,common_title,CAND-B07-PARRA-W02,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B07,
V1-ENT-0241,collection,Discursos de sobremesa,《饭后演讲》,《饭后演讲》,common_title,CAND-B07-PARRA-W03,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B07,
V1-ENT-0242,collection,Árbol de Diana,《狄安娜之树》,《狄安娜之树》,common_title,CAND-B07-PIZARNIK-W01,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B07,
V1-ENT-0243,collection,Los trabajos y las noches,《作品与夜晚》,《作品与夜晚》,common_title,CAND-B07-PIZARNIK-W02,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B07,
V1-ENT-0244,collection,Extracción de la piedra de locura,《取出疯石》,《取出疯石》,common_title,CAND-B07-PIZARNIK-W03,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B07,
V1-ENT-0245,work,La tregua,《休战》,《休战》,common_title,CAND-B07-BENEDETTI-W01,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B07,
V1-ENT-0246,work,Gracias por el fuego,《谢谢你的火》,《谢谢你的火》,common_title,CAND-B07-BENEDETTI-W02,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B07,
V1-ENT-0247,collection,Montevideanos,《蒙得维的亚人》,《蒙得维的亚人》,common_title,CAND-B07-BENEDETTI-W03,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B07,
V1-ENT-0248,author,José María Arguedas,何塞·玛丽亚·阿格达斯,何塞·玛丽亚·阿格达斯,common_title,CAND-B08-ARGUEDAS-AUTHOR,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B08,
V1-ENT-0249,author,Sergio Pitol,塞尔希奥·皮托尔,塞尔希奥·皮托尔,common_title,CAND-B08-PITOL-AUTHOR,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B08,
V1-ENT-0250,author,Juan José Arreola,胡安·何塞·阿雷奥拉,胡安·何塞·阿雷奥拉,common_title,CAND-B08-ARREOLA-AUTHOR,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B08,
V1-ENT-0251,work,Yawar fiesta,《血的节日》,《血的节日》,common_title,CAND-B08-ARGUEDAS-W01,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B08,
V1-ENT-0252,work,Los ríos profundos,《深沉的河流》,《深沉的河流》,common_title,CAND-B08-ARGUEDAS-W02,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B08,
V1-ENT-0253,work,Todas las sangres,《所有的血》,《所有的血》,common_title,CAND-B08-ARGUEDAS-W03,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B08,
V1-ENT-0254,work,El desfile del amor,《爱情游行》,《爱情游行》,common_title,CAND-B08-PITOL-W01,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B08,
V1-ENT-0255,work,Domar a la divina garza,《驯服神圣苍鹭》,《驯服神圣苍鹭》,common_title,CAND-B08-PITOL-W02,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B08,
V1-ENT-0256,work,La vida conyugal,《婚姻生活》,《婚姻生活》,common_title,CAND-B08-PITOL-W03,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B08,
V1-ENT-0257,collection,Confabulario,《孔法布拉里奥》,《孔法布拉里奥》,common_title,CAND-B08-ARREOLA-W01,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B08,
V1-ENT-0258,collection,Bestiario,《动物集》,《动物集》,common_title,CAND-B08-ARREOLA-W02,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B08,
V1-ENT-0259,work,La feria,《集市》,《集市》,common_title,CAND-B08-ARREOLA-W03,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B08,
V1-ENT-0260,author,Elena Poniatowska,埃莱娜·波尼亚托夫斯卡,埃莱娜·波尼亚托夫斯卡,common_title,CAND-B09-PONIATOWSKA-AUTHOR,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B09,
V1-ENT-0261,author,José Emilio Pacheco,何塞·埃米利奥·帕切科,何塞·埃米利奥·帕切科,common_title,CAND-B09-PACHECO-AUTHOR,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B09,
V1-ENT-0262,author,Roberto Bolaño,罗贝托·波拉尼奥,罗贝托·波拉尼奥,common_title,CAND-B09-BOLANO-AUTHOR,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B09,
V1-ENT-0263,work,La noche de Tlatelolco,《特拉特洛尔科之夜》,《特拉特洛尔科之夜》,common_title,CAND-B09-PONIATOWSKA-W01,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B09,
V1-ENT-0264,work,Hasta no verte Jesús mío,《直到见到你，我的赫苏斯》,《直到见到你，我的赫苏斯》,common_title,CAND-B09-PONIATOWSKA-W02,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B09,
V1-ENT-0265,work,Tinísima,《蒂娜》,《蒂娜》,common_title,CAND-B09-PONIATOWSKA-W03,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B09,
V1-ENT-0266,work,Las batallas en el desierto,《沙漠中的战斗》,《沙漠中的战斗》,common_title,CAND-B09-PACHECO-W01,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B09,
V1-ENT-0267,collection,El principio del placer,《快乐原则》,《快乐原则》,common_title,CAND-B09-PACHECO-W02,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B09,
V1-ENT-0268,collection,No me preguntes cómo pasa el tiempo,《不要问我时间如何流逝》,《不要问我时间如何流逝》,common_title,CAND-B09-PACHECO-W03,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B09,
V1-ENT-0269,work,Los detectives salvajes,《荒野侦探》,《荒野侦探》,common_title,CAND-B09-BOLANO-W01,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B09,
V1-ENT-0270,work,2666,《2666》,《2666》,common_title,CAND-B09-BOLANO-W02,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B09,
V1-ENT-0271,work,Estrella distante,《遥远的星辰》,《遥远的星辰》,common_title,CAND-B09-BOLANO-W03,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B09,
V1-ENT-0272,author,Eduardo Galeano,爱德华多·加莱亚诺,爱德华多·加莱亚诺,common_title,CAND-B10-GALEANO-AUTHOR,none,retain,PASS,high,no,P1,curation_review,WEB-CE-B10,
