author_id,author_name,candidate_work,original_title,old_priority,current_priority,already_in_db,possible_overlap,coverage_reason,source_status,route,notes
V1-ENT-0320,何塞·莱萨马·利马,"有了《纳西索斯之死》后单册诗集属补完;若不愿加单册,可考虑以""诗歌合集(Obra poética)""一条目呈现全诗板块。","单册诗集(Enemigo rumor 1941, Aventuras sigilosas 1945, La fijeza 1946, Diente del oro 1947)、文论 Analecta del reloj (1953)、Tratados en La Habana (1958)",DEFER,DEFER,no_exact_current_master_match,none,,SOURCE_REVERIFY_IN_WCD07,DEFER,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0321,吉列尔莫·卡夫雷拉·因凡特,Chinese display name requires verification(常见译法《我的古巴》),Mea Cuba,P2,P2,no_exact_current_master_match,none,"流亡政治文学文集——Britannica称其为""流亡古巴作家中最突出者、反对卡斯特罗政权最知名的发言人"",此书即该身份的文本证据,与《三只忧伤的老虎》的哈瓦那怀旧构成""两个岛""的对照。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0321,吉列尔莫·卡夫雷拉·因凡特,Chinese display name requires verification,Así en la paz como en la guerra,P2,P2,no_exact_current_master_match,none,"处女短篇集(哈瓦那Ediciones R, 1960),马乔区夜世界与""儿童受创视角""已成形,巴尔加斯·略萨曾专文评介,是《三只忧伤的老虎》的史前史。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0321,吉列尔莫·卡夫雷拉·因凡特,Chinese display name requires verification(常见译法《她唱波莱罗》),Ella cantaba boleros,P3,P3,no_exact_current_master_match,none,"《三只忧伤的老虎》中夜总会歌手""明星""章节的独立成书(经略萨与哈维尔·马里亚斯促成出版),波莱罗+哈瓦那夜生活的怀旧读本,生前出版(1996, Alfaguara)而非遗作。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0321,吉列尔莫·卡夫雷拉·因凡特,极端文字游戏实验与新闻专栏集属补完项。,Exorcismos de esti(l)o (1976)、Un oficio del siglo XX (1963–74)、Delito por bailar el chachachá (1995)、Holy Smoke (1985)、遗作 Mapa dibujado por un espía,DEFER,DEFER,no_exact_current_master_match,none,,SOURCE_REVERIFY_IN_WCD07,DEFER,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0334,雷纳尔多·阿雷纳斯,Chinese display name requires verification(常见译法《又是海》;英译 Farewell to the Sea),Otra vez el mar,P1,P1,no_exact_current_master_match,none,"""五角体""第三部,一昼夜六段独白的海滩小说,英语学界公认为阿雷纳斯代表作之一(与《病狂世界》并列),手稿在古巴监视下托友偷运出境的经历本身即流亡文学史实;缺它则五角体只剩头尾。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0334,雷纳尔多·阿雷纳斯,Chinese display name requires verification(常见译法《白得极白的臭鼬宫》;英译 The Palace of the White Skunks),El palacio de las blanquísimas mofetas,P2,P2,no_exact_current_master_match,none,"五角体第二部,九个独白写哈瓦那家庭的父权独裁与革命前夜,是理解五部曲""从耳语到嚎叫""(del susurro al alarido)整体结构的关键一环。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0334,雷纳尔多·阿雷纳斯,Chinese display name requires verification(常见译法《袭击》;英译 The Assault),El asalto,P2,P2,no_exact_current_master_match,none,"五角体终章,以酷刑国家的寓言收束其""agony""构思;近年(2023)被学界作为威权主义的""新寓言""重读,是其政治遗产的第一入口。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0334,雷纳尔多·阿雷纳斯,Chinese display name requires verification(常见译法《夏天的颜色》;英译 The Color of Summer),El color del verano,P2,P2,no_exact_current_master_match,none,"五角体第四部(副题""或新的人间乐园""),狂欢化讽刺1990年前后的革命古巴,与《袭击》同为作者自杀年前后面世的绝笔双长篇。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0334,雷纳尔多·阿雷纳斯,Chinese display name requires verification(常见译法《天使山》;英译 Graveyard of the Angels),La Loma del Ángel,P3,P3,no_exact_current_master_match,none,"对古巴19世纪民族经典《塞西莉亚·巴尔德斯》(Cirilo Villaverde)的戏仿重写,流亡写作与古巴经典正典的对话文本。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0334,雷纳尔多·阿雷纳斯,"补完项;若地图设""流亡/ LGBTQ 写作""主题,Voluntad 与回忆录可联动升级。","El portero (1989), La vieja rosa (1980), Con los ojos cerrados (1972), 戏剧, 遗作文论 Voluntad de vivir manifestándose / Necesidad de libertad",DEFER,DEFER,no_exact_current_master_match,none,,SOURCE_REVERIFY_IN_WCD07,DEFER,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0002,豪尔赫·路易斯·博尔赫斯,《恶棍列传》,Historia universal de la infamia,P1,P1,no_exact_current_master_match,none,"博尔赫斯第一部叙事书,确立其""伪传记/乞丐传记""叙事风格,《玫瑰角的汉子》出自此书;王永年译本收入上海译文《博尔赫斯全集》,中文读者识别度高。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0002,豪尔赫·路易斯·博尔赫斯,"《另一个,同一个》","El otro, el mismo",P1,P1,no_exact_current_master_match,none,"博尔赫斯最著名的单卷诗集(含《雨》《 EN sus días 》等名篇),地图对其""20世纪西语大诗人""身份完全没有呈现,此为首选补点。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0002,豪尔赫·路易斯·博尔赫斯,《布宜诺斯艾利斯的激情》,Fervor de Buenos Aires,P2,P2,no_exact_current_master_match,none,"处女作诗集,极端主义起点,中文有通行译名(上海译文全集)。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0002,豪尔赫·路易斯·博尔赫斯,Chinese display name requires verification(通行作《探讨别集》),Otras inquisiciones,P2,P2,no_exact_current_master_match,none,"论文面代表作(卡夫卡颂、《论美国的迷信》等),是""读书人博尔赫斯""的入口。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0002,豪尔赫·路易斯·博尔赫斯,《莎士比亚的记忆》,La memoria de Shakespeare,P3,P3,no_exact_current_master_match,none,"生前最后一部小说集,收官之作。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0002,豪尔赫·路易斯·博尔赫斯,《杜撰集》,Artificios,DEFER,DEFER,no_exact_current_master_match,none,"虽是名卷,但 DB 的 Ficciones 已整体覆盖其全部名篇(《南方》《死亡与指南针》等),单列会与 Ficciones 重复计数。",SOURCE_REVERIFY_IN_WCD07,DEFER,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0073,胡利奥·科塔萨尔,《万火归一》,Todos los fuegos el fuego,P1,P1,no_exact_current_master_match,none,"与《跳房子》并列的科塔萨尔招牌书,《南方高速》《放大》皆出此卷;人民文学出版社 2009(范晔译)、南海出版公司 2017 均有中译,中文读者识别度极高。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0073,胡利奥·科塔萨尔,《克罗诺皮奥与法玛的故事》,Historias de cronopios y de famas,P1,P1,no_exact_current_master_match,none,"作者本人最偏爱之作,""克罗诺皮奥""已成阿根廷新文化符号;南京大学出版社 2012(范晔译)豆瓣 8.8。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0073,胡利奥·科塔萨尔,Chinese display name requires verification,Los premios,P2,P2,no_exact_current_master_match,none,"第一部长篇,与《跳房子》构成""写实/游戏""对照,论文常用。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0073,胡利奥·科塔萨尔,Chinese display name requires verification,Libro de Manuel,P3,P3,no_exact_current_master_match,none,"Prix Médicis 作品,政治写作转向的标志。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0073,胡利奥·科塔萨尔,"杂糅集,属 completionist padding。",La vuelta al día en ochenta mundos / Último Round,DEFER,DEFER,no_exact_current_master_match,none,,SOURCE_REVERIFY_IN_WCD07,DEFER,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0186,埃内斯托·萨瓦托,Chinese display name requires verification(通行作《作家及其幽灵》),El escritor y sus fantasmas,P2,P2,no_exact_current_master_match,none,"他最重要的批评/诗学著作,与《隧道》《英雄与坟墓》的""地下室""母题互文,中文学界论文高频引用。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0186,埃内斯托·萨瓦托,《终了之前》,Antes del fin,P2,P2,no_exact_current_master_match,none,"晚年""精神遗嘱"",中文版已出(豆瓣 8.7),是中文读者进入萨瓦托的最轻入口。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0186,埃内斯托·萨瓦托,《一人与世界》,Uno y el universo,P3,P3,no_exact_current_master_match,none,"处女作,理性批判的起点。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0198,阿道夫·比奥伊·卡萨雷斯,Chinese display name requires verification(通行作《睡在阳光下》),Dormir al sol,P1,P1,no_exact_current_master_match,none,"代理机构 Balcells 官方称之为""the great work"";灵魂移植/身份互换的幻想杰作,英译 NYRB 经典再版;尚无中文单行本,正是数据库可提前占位之作。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0198,阿道夫·比奥伊·卡萨雷斯,《布斯托斯·多梅克纪事》,Crónicas de Bustos Domecq,P2,P2,no_exact_current_master_match,none,"与博尔赫斯合著的名作,中文版 2020 已出,适合做地图双人连线节点。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0198,阿道夫·比奥伊·卡萨雷斯,Chinese display name requires verification,La trama celeste,P2,P2,no_exact_current_master_match,none,幻想短篇代表作集(《天球图》等多被选家收入)。,SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0198,阿道夫·比奥伊·卡萨雷斯,Chinese display name requires verification(《猪之战》),Diario de la guerra del cerdo,P2,P2,no_exact_current_master_match,none,"政治寓言名作,1975 改编电影。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0273,里卡多·皮格利亚,《缺席的城市》,La ciudad ausente,P1,P1,no_exact_current_master_match,none,"评论界称""关于人工智能的非典型科幻小说"",是其国际影响最大的作品;后浪/四川文艺出版社 2022 年韩璐译本已出,具备完整中文落地条件。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0273,里卡多·皮格利亚,Chinese display name requires verification,Nombre falso,P2,P2,no_exact_current_master_match,none,"含《为家族所杀》的成名作,与《人工呼吸》构成""侦探-家族""双重起点。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0273,里卡多·皮格利亚,Chinese display name requires verification,Formas breves,P3,P3,no_exact_current_master_match,none,"其""简短形式""批评理论代表作,授奖词常引。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0274,塞萨尔·艾拉,《野兔》,La liebre,P1,P1,no_exact_current_master_match,none,"艾拉少有的""大部头"",潘帕斯草原十九世纪叙事,被视为其代表作;世纪文景×楚尘文化 2019(上海人民出版社,赵德明译)已有中译。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0274,塞萨尔·艾拉,《我怎样成为修女》,Cómo me hice monja,P2,P2,no_exact_current_master_match,none,"""《变形记》性别置换变体""的自传性名篇,中文电子书已流通,常与《女俘爱玛》并提。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0274,塞萨尔·艾拉,Chinese display name requires verification,Los fantasmas,P2,P2,no_exact_current_master_match,none,"幽灵在公寓中游荡的""无事件小说"",艾拉美学最纯的样本之一。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0274,塞萨尔·艾拉,《音乐大脑》,El cerebro musical,P2,P2,no_exact_current_master_match,none,"名篇《音乐大脑》所在集,浙江文艺 2019 中译已出。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0284,曼努埃尔·普伊格,"Chinese display name requires verification(中文学界通行《天使的阴阜》,亦作《天使的阴部》)",Pubis angelical,P2,P2,no_exact_current_master_match,none,"中国社科院拉美所将其与《蜘蛛女之吻》《红红的小嘴巴》并列为""当代阿根廷文坛最高水平""之作;三线叙事(病房/流亡/科幻)是""无主题小说""理论核心样本。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0284,曼努埃尔·普伊格,《热带黄昏》,Cae la noche tropical,P3,P3,no_exact_current_master_match,none,"最后一部长篇,中文版已出(""新拉丁美洲文学丛书"")。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0284,曼努埃尔·普伊格,《永远诅咒读此书的人》,La eterna maldición de quien lea estas páginas,P3,P3,no_exact_current_master_match,none,"元小说实验,拉美所论文常提。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0285,西尔维娜·奥坎波,Chinese display name requires verification,"Los que aman, odian",P2,P2,no_exact_current_master_match,none,"阿根廷第一部侦探/罪案长篇,海滨旅馆谋杀+2017 年同名电影改编;可与 Bioy 的《莫雷尔的发明》形成夫妇双线。中文版暂未出(检索无果)。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0285,西尔维娜·奥坎波,Chinese display name requires verification,Las reglas del secreto,P2,P2,no_exact_current_master_match,none,"生前最后、公认的技法最成熟集,《莱奥波尔迪娜的变形》等晚期名篇归此。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0285,西尔维娜·奥坎波,Chinese display name requires verification,Los días de la noche,P3,P3,no_exact_current_master_match,none,"《食人魔》等名篇所在,承接《愤怒》向晚期过渡。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0286,罗贝托·阿尔特,Chinese display name requires verification(《爱情魔法师》),El amor brujo,P2,P2,no_exact_current_master_match,none,"与《疯玩具》同年、声誉相反的""温柔""爱情小说,展开阿尔特美学光谱的另一极。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0286,罗贝托·阿尔特,"《萨维里奥,这个冷酷的人》",Saverio el cruel,P3,P3,no_exact_current_master_match,none,"其戏剧最高峰,Argentine theater canon。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0286,罗贝托·阿尔特,"新闻体名栏,对""城市文学""研究者重要,但对本地图属 completionist padding。",Aguafuertes porteñas,DEFER,DEFER,no_exact_current_master_match,none,,SOURCE_REVERIFY_IN_WCD07,DEFER,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0333,胡安·何塞·萨埃尔,Chinese display name requires verification(通行作《机会》),La ocasión,P1,P1,no_exact_current_master_match,none,"Premio Nadal 1987,评论界常与《继子》并称其双峰;是萨埃尔进入""文学爆炸后""经典叙事的关键证据。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0333,胡安·何塞·萨埃尔,《游泳》,Nadar,P2,P2,no_exact_current_master_match,none,"河流周期开端的成人回望叙事,常被选家与《格洛萨》并读。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0333,胡安·何塞·萨埃尔,《云》,Las nubes,P2,P2,no_exact_current_master_match,none,"河流周期收官集,《水面之下》等名篇所在。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0296,萨曼塔·施维伯林,《侦图机》,Kentukis,P1,P1,no_exact_current_master_match,none,"入围 2020 国际布克奖长名单(英文版 Little Eyes),是《营救距离》之外她最重要的作品;北京日报出版社/理想国 2021 中文版在册(豆瓣 7.5),作者页不收即不完整。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0296,萨曼塔·施维伯林,"早期获奖集,部分篇目已随《吃鸟的女孩》中文合订本进入中文,单列易重复。",El núcleo del disturbio (2002),DEFER,DEFER,no_exact_current_master_match,none,,SOURCE_REVERIFY_IN_WCD07,DEFER,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0297,玛丽安娜·恩里克斯,Chinese display name requires verification(暂作《回家的孩子们》),Chicos que vuelven a casa,P2,P2,no_exact_current_master_match,none,"《我们的夜晚》之后的首部短篇集,巩固其""当代拉美恐怖文学头牌""地位;中文尚未引进,宜提前占位。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0297,玛丽安娜·恩里克斯,Chinese display name requires verification,Cuando hablamos con los muertos,P3,P3,no_exact_current_master_match,none,"最新短篇集,收录名篇《与死者交谈时》。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0237,阿莱杭德拉·皮扎尼克,《音乐地狱》,El infierno musical,P2,P2,no_exact_current_master_match,none,"生前最后一部诗集,与《取出疯石》构成""组诗+散文诗""双联;桑婪已有部分中文译文流通。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0237,阿莱杭德拉·皮扎尼克,《血腥女伯爵》,La condesa sangrienta,P2,P2,no_exact_current_master_match,none,"依瓦伦丁·彭罗斯巴托里研究改写的著名散文文本,""疯石-音乐地狱""之外的第三极,评论量最高;暂无中文单行本,占位价值高。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0200,奥拉西奥·基罗加,《阿纳孔达》,Anaconda,P2,P2,no_exact_current_master_match,none,"拟人化毒蛇对抗采蛇人的寓言,被视为其丛林文学高峰之一;与《丛林故事》构成""人与自然""两翼。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0200,奥拉西奥·基罗加,《野人》,El salvaje,P2,P2,no_exact_current_master_match,none,"与《安娜孔达》齐名的丛林姊妹集,哥伦比亚国民银行选本常两集合刊。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0200,奥拉西奥·基罗加,《彼岸》,Más allá,P3,P3,no_exact_current_master_match,none,"生前最后一集,超自然篇目回归。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0238,马里奥·贝内德蒂,《破角的春天》,Primavera con una esquina rota,P1,P1,no_exact_current_master_match,none,"1973 政变流亡期的代表作,狱中书信体;作家出版社 2020(欧阳石晓译)豆瓣 8.5,与《休战》《感谢火》同期引进、成套关系,不收则中文系列残缺。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0238,马里奥·贝内德蒂,Chinese display name requires verification,Poemas de la oficina,P2,P2,no_exact_current_master_match,none,"""办公室诗歌""开拉美城市平民诗先河,西语世界最畅销诗集之一,弥补 DB 中贝内德蒂诗人身份空白。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0238,马里奥·贝内德蒂,Chinese display name requires verification,"El amor, las mujeres y la vida",P3,P3,no_exact_current_master_match,none,"情诗自选集,拉美情诗 canon 常客。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0238,马里奥·贝内德蒂,Chinese display name requires verification,La muerte y otras sorpresas,P3,P3,no_exact_current_master_match,none,"短篇名集(《丑闻之夜》所在),补齐其短篇小说中后期线。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
