row_type,record_id,entity_type,display_name,degree,out_degree,in_degree,relationship_type_diversity,relationship_types,hold_count,current_state,priority,recommended_action,route,notes
ENTITY_NETWORK,V1-ENT-0111,theme,城市浪漫与偶然,0,0,0,0,,2,ZERO_DEGREE,P1,NECESSITY_REVIEW_THEN_RELATION_RESEARCH,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0112,event,1982 年诺贝尔文学奖,0,0,0,0,,0,ZERO_DEGREE,P1,NECESSITY_REVIEW_THEN_RELATION_RESEARCH,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0113,institution,塞万提斯学院,0,0,0,0,,0,ZERO_DEGREE,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0114,author,马里奥·巴尔加斯·略萨,9,9,0,2,ASSOCIATED_WITH_PLACE;CREATED,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0115,author,巴勃罗·聂鲁达,8,8,0,2,ASSOCIATED_WITH_PLACE;CREATED,2,CONNECTED,P1,HOLD_EVIDENCE_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0116,work,《城市与狗》,2,1,1,2,CREATED;SET_IN,1,CONNECTED,P1,HOLD_EVIDENCE_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0117,work,《酒吧长谈》,1,0,1,1,CREATED,2,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0118,work,《世界末日之战》,2,1,1,2,BASED_ON_EVENT;CREATED,1,CONNECTED,P1,HOLD_EVIDENCE_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0119,collection,《二十首情诗和一支绝望的歌》,1,0,1,1,CREATED,1,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0120,collection,《大地上的居所》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0121,collection,《漫歌》,2,1,1,2,CREATED;EXPLORES_THEME,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0122,work,《马丘比丘高地》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0123,place,智利,8,0,8,1,ASSOCIATED_WITH_PLACE,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0124,place,秘鲁,4,0,4,1,ASSOCIATED_WITH_PLACE,1,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0125,place,利马,3,0,3,2,ASSOCIATED_WITH_PLACE;SET_IN,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0126,place,阿雷基帕,1,0,1,1,ASSOCIATED_WITH_PLACE,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0127,place,帕拉尔,1,0,1,1,ASSOCIATED_WITH_PLACE,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0128,place,圣地亚哥,2,0,2,1,ASSOCIATED_WITH_PLACE,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0129,place,马德里,1,0,1,1,ASSOCIATED_WITH_PLACE,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0130,movement,文学爆炸,0,0,0,0,,3,ZERO_DEGREE,P1,NECESSITY_REVIEW_THEN_RELATION_RESEARCH,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0131,movement,现代主义,0,0,0,0,,2,ZERO_DEGREE,P1,NECESSITY_REVIEW_THEN_RELATION_RESEARCH,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0132,movement,先锋派,0,0,0,0,,2,ZERO_DEGREE,P1,NECESSITY_REVIEW_THEN_RELATION_RESEARCH,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0133,theme,利马的困闭与逃避,0,0,0,0,,1,ZERO_DEGREE,P1,NECESSITY_REVIEW_THEN_RELATION_RESEARCH,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0134,theme,知识分子的失败与公众角色,0,0,0,0,,1,ZERO_DEGREE,P1,NECESSITY_REVIEW_THEN_RELATION_RESEARCH,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0135,theme,殖民视角与去殖民思想,0,0,0,0,,1,ZERO_DEGREE,P1,NECESSITY_REVIEW_THEN_RELATION_RESEARCH,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0136,theme,爱情体验,0,0,0,0,,2,ZERO_DEGREE,P1,NECESSITY_REVIEW_THEN_RELATION_RESEARCH,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0137,theme,大陆命运与美洲史诗,1,0,1,1,EXPLORES_THEME,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0138,theme,政治与社会承诺,0,0,0,0,,0,ZERO_DEGREE,P1,NECESSITY_REVIEW_THEN_RELATION_RESEARCH,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0139,event,卡努杜斯战争,1,0,1,1,BASED_ON_EVENT,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0140,event,1973 年智利政变,0,0,0,0,,0,ZERO_DEGREE,P1,NECESSITY_REVIEW_THEN_RELATION_RESEARCH,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0141,character,劝世者,0,0,0,0,,0,ZERO_DEGREE,P0,NECESSITY_REVIEW_THEN_RELATION_RESEARCH,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0142,person,玛丽亚·安东涅塔·阿吉雷,0,0,0,0,,0,ZERO_DEGREE,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0143,person,德莉亚·德尔·卡里尔,0,0,0,0,,0,ZERO_DEGREE,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0144,institution,智利共产党,0,0,0,0,,0,ZERO_DEGREE,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0145,author,卡洛斯·富恩特斯,3,3,0,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0146,work,《最明净的地区》,2,1,1,2,CREATED;SET_IN,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0147,work,《阿尔特米奥·克罗斯之死》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0148,author,加夫列拉·米斯特拉尔,5,5,0,2,ASSOCIATED_WITH_PLACE;CREATED,1,CONNECTED,P1,HOLD_EVIDENCE_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0149,collection,《绝望集》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0150,collection,《柔情集》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0151,collection,《塔拉集》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0153,place,比库尼亚,1,0,1,1,ASSOCIATED_WITH_PLACE,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0154,work,《孤独的迷宫》,1,0,1,1,CREATED,1,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0155,work,《弓与琴》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0156,work,《太阳石》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0158,work,《霍乱时期的爱情》,1,0,1,1,CREATED,3,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0159,work,《族长的秋天》,1,0,1,1,CREATED,1,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0160,work,《绿房子》,1,0,1,1,CREATED,2,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0161,work,《潘达雷昂上尉与劳军女郎》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0162,collection,《沙之书》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0163,collection,《布罗迪报告》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0164,collection,《秘密武器》,1,0,1,1,CREATED,1,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0165,collection,《一百首爱情十四行诗》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0166,collection,《隐秘的幸福》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0167,collection,《时间之战》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0168,work,《追击》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0169,work,《奥拉》,2,1,1,2,CREATED;SET_IN,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0170,author,米格尔·安赫尔·阿斯图里亚斯,4,4,0,2,ASSOCIATED_WITH_PLACE;CREATED,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0171,author,伊莎贝尔·阿连德,5,5,0,2,ASSOCIATED_WITH_PLACE;CREATED,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0172,author,若热·亚马多,4,4,0,2,ASSOCIATED_WITH_PLACE;CREATED,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0173,work,《总统先生》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0174,work,《玉米人》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0175,collection,《危地马拉传说》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0176,work,《幽灵之家》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0177,work,《爱情与阴影》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0178,work,《伊娃·露娜》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0179,work,《弗洛尔和她的两个丈夫》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0180,work,《加布里埃拉》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0181,work,《沙滩船长》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0182,place,危地马拉,1,0,1,1,ASSOCIATED_WITH_PLACE,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0183,place,巴西,7,0,7,1,ASSOCIATED_WITH_PLACE,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0184,author,胡安·卡洛斯·奥内蒂,5,5,0,2,ASSOCIATED_WITH_PLACE;CREATED,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0185,author,何塞·多诺索,4,4,0,2,ASSOCIATED_WITH_PLACE;CREATED,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0186,author,埃内斯托·萨瓦托,4,4,0,2,ASSOCIATED_WITH_PLACE;CREATED,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0187,work,《短暂的生命》,1,0,1,1,CREATED,1,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0188,work,《造船厂》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0189,work,《告别》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0190,work,《污秽的夜鸟》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0191,work,《无尽的地方》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0192,work,《加冕》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0193,work,《隧道》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0194,work,《英雄与坟墓》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0195,work,《毁灭者亚巴顿》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0196,place,乌拉圭,5,0,5,1,ASSOCIATED_WITH_PLACE,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0197,place,圣玛丽亚,0,0,0,0,,1,ZERO_DEGREE,P1,NECESSITY_REVIEW_THEN_RELATION_RESEARCH,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0198,author,阿道夫·比奥伊·卡萨雷斯,5,5,0,2,ASSOCIATED_WITH_PLACE;CREATED,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0199,author,奥古斯托·罗亚·巴斯托斯,4,4,0,2,ASSOCIATED_WITH_PLACE;CREATED,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0200,author,奥拉西奥·基罗加,4,4,0,2,ASSOCIATED_WITH_PLACE;CREATED,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0201,work,《莫雷尔的发明》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0202,work,《逃亡计划》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0203,work,《英雄的梦》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0204,work,《人子》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0205,work,《我，最高统帅》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0206,work,《检察官》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0207,collection,《爱情、疯狂和死亡的故事》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0208,collection,《丛林故事》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0209,collection,《流放者》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0210,place,巴拉圭,1,0,1,1,ASSOCIATED_WITH_PLACE,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0211,author,马查多·德·阿西斯,5,5,0,2,ASSOCIATED_WITH_PLACE;CREATED,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0212,author,若昂·吉马朗埃斯·罗萨,4,4,0,2,ASSOCIATED_WITH_PLACE;CREATED,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0213,author,格拉西利亚诺·拉莫斯,4,4,0,2,ASSOCIATED_WITH_PLACE;CREATED,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0214,work,《布拉斯·库巴斯死后的回忆》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0215,work,《金卡斯·博尔巴》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0216,work,《堂卡斯穆罗》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0217,work,《广阔腹地：条条小径》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0218,collection,《萨加拉纳》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0219,collection,《第一故事》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0220,work,《枯竭的生命》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0221,work,《圣贝尔纳多》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0222,work,《苦闷》,1,0,1,1,CREATED,0,WEAK_DEGREE,P1,SEMANTIC_DIVERSITY_REVIEW,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
ENTITY_NETWORK,V1-ENT-0223,author,塞萨尔·巴列霍,4,4,0,2,ASSOCIATED_WITH_PLACE;CREATED,0,CONNECTED,DEFER,NO_AUTOMATIC_DENSIFICATION,WCD-05,"audit only; no relation, hold release, second-source research or schema change in WCD-04"
