relationship_id,origin_layer,origin_relation_group_id,subject_id,relation_type,object_id,description_zh,confidence,review_status,upstream_review_status,evidence_count,issue_code
V1-REL-0133,WEB-CE-B04,CAND-B04-0133,V1-ENT-0199,CREATED,V1-ENT-0206,奥古斯托·罗亚·巴斯托斯创作《检察官》（El fiscal）,high,accepted,WEB-CE-B04,1,NONE
V1-REL-0134,WEB-CE-B04,CAND-B04-0134,V1-ENT-0200,CREATED,V1-ENT-0207,奥拉西奥·基罗加创作《爱情、疯狂和死亡的故事》（Cuentos de amor de locura y de muerte）,high,accepted,WEB-CE-B04,1,NONE
V1-REL-0135,WEB-CE-B04,CAND-B04-0135,V1-ENT-0200,CREATED,V1-ENT-0208,奥拉西奥·基罗加创作《丛林故事》（Cuentos de la selva）,high,accepted,WEB-CE-B04,1,NONE
V1-REL-0136,WEB-CE-B04,CAND-B04-0136,V1-ENT-0200,CREATED,V1-ENT-0209,奥拉西奥·基罗加创作《流放者》（Los desterrados）,high,accepted,WEB-CE-B04,1,NONE
V1-REL-0137,WEB-CE-B04,CAND-B04-0137,V1-ENT-0198,ASSOCIATED_WITH_PLACE,V1-ENT-0001,阿道夫·比奥伊·卡萨雷斯与阿根廷关联（作者身份来源）,high,accepted,WEB-CE-B04,1,NONE
V1-REL-0138,WEB-CE-B04,CAND-B04-0138,V1-ENT-0199,ASSOCIATED_WITH_PLACE,V1-ENT-0210,奥古斯托·罗亚·巴斯托斯与巴拉圭关联（作者身份来源）,high,accepted,WEB-CE-B04,1,NONE
V1-REL-0139,WEB-CE-B04,CAND-B04-0139,V1-ENT-0200,ASSOCIATED_WITH_PLACE,V1-ENT-0196,奥拉西奥·基罗加与乌拉圭关联（作者身份来源）,high,accepted,WEB-CE-B04,1,NONE
V1-REL-0140,WEB-CE-B05,CAND-B05-0140,V1-ENT-0211,CREATED,V1-ENT-0214,马查多·德·阿西斯 创作 《布拉斯·库巴斯死后的回忆》（Memórias Póstumas de Brás Cubas）,high,accepted,WEB-CE-B05,1,NONE
V1-REL-0141,WEB-CE-B05,CAND-B05-0141,V1-ENT-0211,CREATED,V1-ENT-0215,马查多·德·阿西斯 创作 《金卡斯·博尔巴》（Quincas Borba）,high,accepted,WEB-CE-B05,1,NONE
V1-REL-0142,WEB-CE-B05,CAND-B05-0142,V1-ENT-0211,CREATED,V1-ENT-0216,马查多·德·阿西斯 创作 《堂卡斯穆罗》（Dom Casmurro）,high,accepted,WEB-CE-B05,1,NONE
V1-REL-0143,WEB-CE-B05,CAND-B05-0143,V1-ENT-0212,CREATED,V1-ENT-0217,若昂·吉马朗埃斯·罗萨 创作 《广阔腹地：条条小径》（Grande Sertão: Veredas）,high,accepted,WEB-CE-B05,1,NONE
V1-REL-0144,WEB-CE-B05,CAND-B05-0144,V1-ENT-0212,CREATED,V1-ENT-0218,若昂·吉马朗埃斯·罗萨 创作 《萨加拉纳》（Sagarana）,high,accepted,WEB-CE-B05,1,NONE
V1-REL-0145,WEB-CE-B05,CAND-B05-0145,V1-ENT-0212,CREATED,V1-ENT-0219,若昂·吉马朗埃斯·罗萨 创作 《第一故事》（Primeiras Estórias）,high,accepted,WEB-CE-B05,1,NONE
V1-REL-0146,WEB-CE-B05,CAND-B05-0146,V1-ENT-0213,CREATED,V1-ENT-0220,格拉西利亚诺·拉莫斯 创作 《枯竭的生命》（Vidas Secas）,high,accepted,WEB-CE-B05,2,NONE
V1-REL-0147,WEB-CE-B05,CAND-B05-0147,V1-ENT-0213,CREATED,V1-ENT-0221,格拉西利亚诺·拉莫斯 创作 《圣贝尔纳多》（São Bernardo）,high,accepted,WEB-CE-B05,2,NONE
V1-REL-0148,WEB-CE-B05,CAND-B05-0148,V1-ENT-0213,CREATED,V1-ENT-0222,格拉西利亚诺·拉莫斯 创作 《苦闷》（Angústia）,high,accepted,WEB-CE-B05,2,NONE
V1-REL-0149,WEB-CE-B05,CAND-B05-0149,V1-ENT-0211,ASSOCIATED_WITH_PLACE,V1-ENT-0183,马查多·德·阿西斯 与巴西关联（作者身份来源）,high,accepted,WEB-CE-B05,1,NONE
V1-REL-0150,WEB-CE-B05,CAND-B05-0150,V1-ENT-0212,ASSOCIATED_WITH_PLACE,V1-ENT-0183,若昂·吉马朗埃斯·罗萨 与巴西关联（作者身份来源）,high,accepted,WEB-CE-B05,1,NONE
V1-REL-0151,WEB-CE-B05,CAND-B05-0151,V1-ENT-0213,ASSOCIATED_WITH_PLACE,V1-ENT-0183,格拉西利亚诺·拉莫斯 与巴西关联（作者身份来源）,high,accepted,WEB-CE-B05,1,NONE
V1-REL-0152,WEB-CE-B06,CAND-B06-0152,V1-ENT-0223,CREATED,V1-ENT-0226,V1-ENT-0223 创作 Los heraldos negros,high,accepted,WEB-CE-B06,1,NONE
V1-REL-0153,WEB-CE-B06,CAND-B06-0153,V1-ENT-0223,CREATED,V1-ENT-0227,V1-ENT-0223 创作 Trilce,high,accepted,WEB-CE-B06,1,NONE
V1-REL-0154,WEB-CE-B06,CAND-B06-0154,V1-ENT-0223,CREATED,V1-ENT-0228,V1-ENT-0223 创作 Poemas humanos,high,accepted,WEB-CE-B06,1,NONE
V1-REL-0155,WEB-CE-B06,CAND-B06-0155,V1-ENT-0224,CREATED,V1-ENT-0229,V1-ENT-0224 创作 Azul...,high,accepted,WEB-CE-B06,1,NONE
V1-REL-0156,WEB-CE-B06,CAND-B06-0156,V1-ENT-0224,CREATED,V1-ENT-0230,V1-ENT-0224 创作 Prosas profanas,high,accepted,WEB-CE-B06,1,NONE
V1-REL-0157,WEB-CE-B06,CAND-B06-0157,V1-ENT-0224,CREATED,V1-ENT-0231,V1-ENT-0224 创作 Cantos de vida y esperanza,high,accepted,WEB-CE-B06,1,NONE
V1-REL-0158,WEB-CE-B06,CAND-B06-0158,V1-ENT-0225,CREATED,V1-ENT-0232,V1-ENT-0225 创作 Ismaelillo,high,accepted,WEB-CE-B06,1,NONE
V1-REL-0159,WEB-CE-B06,CAND-B06-0159,V1-ENT-0225,CREATED,V1-ENT-0233,V1-ENT-0225 创作 Versos sencillos,high,accepted,WEB-CE-B06,1,NONE
V1-REL-0160,WEB-CE-B06,CAND-B06-0160,V1-ENT-0225,CREATED,V1-ENT-0234,V1-ENT-0225 创作 Nuestra América,high,accepted,WEB-CE-B06,1,NONE
V1-REL-0161,WEB-CE-B06,CAND-B06-0161,V1-ENT-0223,ASSOCIATED_WITH_PLACE,V1-ENT-0124,塞萨尔·巴列霍与秘鲁关联,high,accepted,WEB-CE-B06,1,NONE
V1-REL-0162,WEB-CE-B06,CAND-B06-0162,V1-ENT-0224,ASSOCIATED_WITH_PLACE,V1-ENT-0235,鲁文·达里奥与尼加拉瓜关联,high,accepted,WEB-CE-B06,1,NONE
V1-REL-0163,WEB-CE-B06,CAND-B06-0163,V1-ENT-0225,ASSOCIATED_WITH_PLACE,V1-ENT-0096,何塞·马蒂与古巴关联,high,accepted,WEB-CE-B06,1,NONE
V1-REL-0164,WEB-CE-B07,CAND-B07-0164,V1-ENT-0236,CREATED,V1-ENT-0239,尼卡诺尔·帕拉 创作 《诗歌与反诗歌》（Poemas y antipoemas）,high,accepted,WEB-CE-B07,1,NONE
V1-REL-0165,WEB-CE-B07,CAND-B07-0165,V1-ENT-0236,CREATED,V1-ENT-0240,尼卡诺尔·帕拉 创作 《沙龙篇》（Versos de salón）,high,accepted,WEB-CE-B07,1,NONE
V1-REL-0166,WEB-CE-B07,CAND-B07-0166,V1-ENT-0236,CREATED,V1-ENT-0241,尼卡诺尔·帕拉 创作 《饭后演讲》（Discursos de sobremesa）,high,accepted,WEB-CE-B07,1,NONE
V1-REL-0167,WEB-CE-B07,CAND-B07-0167,V1-ENT-0237,CREATED,V1-ENT-0242,阿莱杭德拉·皮扎尼克 创作 《狄安娜之树》（Árbol de Diana）,high,accepted,WEB-CE-B07,1,NONE
V1-REL-0168,WEB-CE-B07,CAND-B07-0168,V1-ENT-0237,CREATED,V1-ENT-0243,阿莱杭德拉·皮扎尼克 创作 《作品与夜晚》（Los trabajos y las noches）,high,accepted,WEB-CE-B07,1,NONE
V1-REL-0169,WEB-CE-B07,CAND-B07-0169,V1-ENT-0237,CREATED,V1-ENT-0244,阿莱杭德拉·皮扎尼克 创作 《取出疯石》（Extracción de la piedra de locura）,high,accepted,WEB-CE-B07,1,NONE
V1-REL-0170,WEB-CE-B07,CAND-B07-0170,V1-ENT-0238,CREATED,V1-ENT-0245,马里奥·贝内德蒂 创作 《休战》（La tregua）,high,accepted,WEB-CE-B07,1,NONE
V1-REL-0171,WEB-CE-B07,CAND-B07-0171,V1-ENT-0238,CREATED,V1-ENT-0246,马里奥·贝内德蒂 创作 《谢谢你的火》（Gracias por el fuego）,high,accepted,WEB-CE-B07,1,NONE
V1-REL-0172,WEB-CE-B07,CAND-B07-0172,V1-ENT-0238,CREATED,V1-ENT-0247,马里奥·贝内德蒂 创作 《蒙得维的亚人》（Montevideanos）,high,accepted,WEB-CE-B07,1,NONE
V1-REL-0173,WEB-CE-B07,CAND-B07-0173,V1-ENT-0236,ASSOCIATED_WITH_PLACE,V1-ENT-0123,尼卡诺尔·帕拉与智利关联,high,accepted,WEB-CE-B07,1,NONE
V1-REL-0174,WEB-CE-B07,CAND-B07-0174,V1-ENT-0237,ASSOCIATED_WITH_PLACE,V1-ENT-0001,阿莱杭德拉·皮扎尼克与阿根廷关联,high,accepted,WEB-CE-B07,1,NONE
V1-REL-0175,WEB-CE-B07,CAND-B07-0175,V1-ENT-0238,ASSOCIATED_WITH_PLACE,V1-ENT-0196,马里奥·贝内德蒂与乌拉圭关联,high,accepted,WEB-CE-B07,1,NONE
V1-REL-0176,WEB-CE-B08,CAND-B08-0176,V1-ENT-0248,CREATED,V1-ENT-0251,何塞·玛丽亚·阿格达斯 创作 《血的节日》（Yawar fiesta）,high,accepted,WEB-CE-B08,1,NONE
V1-REL-0177,WEB-CE-B08,CAND-B08-0177,V1-ENT-0248,CREATED,V1-ENT-0252,何塞·玛丽亚·阿格达斯 创作 《深沉的河流》（Los ríos profundos）,high,accepted,WEB-CE-B08,1,NONE
V1-REL-0178,WEB-CE-B08,CAND-B08-0178,V1-ENT-0248,CREATED,V1-ENT-0253,何塞·玛丽亚·阿格达斯 创作 《所有的血》（Todas las sangres）,high,accepted,WEB-CE-B08,1,NONE
V1-REL-0179,WEB-CE-B08,CAND-B08-0179,V1-ENT-0249,CREATED,V1-ENT-0254,塞尔希奥·皮托尔 创作 《爱情游行》（El desfile del amor）,high,accepted,WEB-CE-B08,1,NONE
V1-REL-0180,WEB-CE-B08,CAND-B08-0180,V1-ENT-0249,CREATED,V1-ENT-0255,塞尔希奥·皮托尔 创作 《驯服神圣苍鹭》（Domar a la divina garza）,high,accepted,WEB-CE-B08,1,NONE
V1-REL-0181,WEB-CE-B08,CAND-B08-0181,V1-ENT-0249,CREATED,V1-ENT-0256,塞尔希奥·皮托尔 创作 《婚姻生活》（La vida conyugal）,high,accepted,WEB-CE-B08,1,NONE
V1-REL-0182,WEB-CE-B08,CAND-B08-0182,V1-ENT-0250,CREATED,V1-ENT-0257,胡安·何塞·阿雷奥拉 创作 《孔法布拉里奥》（Confabulario）,high,accepted,WEB-CE-B08,1,NONE
V1-REL-0183,WEB-CE-B08,CAND-B08-0183,V1-ENT-0250,CREATED,V1-ENT-0258,胡安·何塞·阿雷奥拉 创作 《动物集》（Bestiario）,high,accepted,WEB-CE-B08,1,NONE
V1-REL-0184,WEB-CE-B08,CAND-B08-0184,V1-ENT-0250,CREATED,V1-ENT-0259,胡安·何塞·阿雷奥拉 创作 《集市》（La feria）,high,accepted,WEB-CE-B08,1,NONE
V1-REL-0185,WEB-CE-B08,CAND-B08-0185,V1-ENT-0248,ASSOCIATED_WITH_PLACE,V1-ENT-0124,何塞·玛丽亚·阿格达斯与秘鲁关联,high,accepted,WEB-CE-B08,1,NONE
V1-REL-0186,WEB-CE-B08,CAND-B08-0186,V1-ENT-0249,ASSOCIATED_WITH_PLACE,V1-ENT-0051,塞尔希奥·皮托尔与墨西哥关联,high,accepted,WEB-CE-B08,1,NONE
V1-REL-0187,WEB-CE-B08,CAND-B08-0187,V1-ENT-0250,ASSOCIATED_WITH_PLACE,V1-ENT-0051,胡安·何塞·阿雷奥拉与墨西哥关联,high,accepted,WEB-CE-B08,1,NONE
V1-REL-0188,WEB-CE-B09,CAND-B09-0188,V1-ENT-0260,CREATED,V1-ENT-0263,埃莱娜·波尼亚托夫斯卡 创作 《特拉特洛尔科之夜》（La noche de Tlatelolco）,high,accepted,WEB-CE-B09,1,NONE
V1-REL-0189,WEB-CE-B09,CAND-B09-0189,V1-ENT-0260,CREATED,V1-ENT-0264,埃莱娜·波尼亚托夫斯卡 创作 《直到见到你，我的赫苏斯》（Hasta no verte Jesús mío）,high,accepted,WEB-CE-B09,1,NONE
V1-REL-0190,WEB-CE-B09,CAND-B09-0190,V1-ENT-0260,CREATED,V1-ENT-0265,埃莱娜·波尼亚托夫斯卡 创作 《蒂娜》（Tinísima）,high,accepted,WEB-CE-B09,1,DISPUTED-YEAR
V1-REL-0191,WEB-CE-B09,CAND-B09-0191,V1-ENT-0261,CREATED,V1-ENT-0266,何塞·埃米利奥·帕切科 创作 《沙漠中的战斗》（Las batallas en el desierto）,high,accepted,WEB-CE-B09,1,NONE
V1-REL-0192,WEB-CE-B09,CAND-B09-0192,V1-ENT-0261,CREATED,V1-ENT-0267,何塞·埃米利奥·帕切科 创作 《快乐原则》（El principio del placer）,high,accepted,WEB-CE-B09,1,NONE
V1-REL-0193,WEB-CE-B09,CAND-B09-0193,V1-ENT-0261,CREATED,V1-ENT-0268,何塞·埃米利奥·帕切科 创作 《不要问我时间如何流逝》（No me preguntes cómo pasa el tiempo）,high,accepted,WEB-CE-B09,1,NONE
V1-REL-0194,WEB-CE-B09,CAND-B09-0194,V1-ENT-0262,CREATED,V1-ENT-0269,罗贝托·波拉尼奥 创作 《荒野侦探》（Los detectives salvajes）,high,accepted,WEB-CE-B09,1,NONE
V1-REL-0195,WEB-CE-B09,CAND-B09-0195,V1-ENT-0262,CREATED,V1-ENT-0270,罗贝托·波拉尼奥 创作 《2666》（2666）,high,accepted,WEB-CE-B09,1,NONE
V1-REL-0196,WEB-CE-B09,CAND-B09-0196,V1-ENT-0262,CREATED,V1-ENT-0271,罗贝托·波拉尼奥 创作 《遥远的星辰》（Estrella distante）,high,accepted,WEB-CE-B09,1,NONE
V1-REL-0197,WEB-CE-B09,CAND-B09-0197,V1-ENT-0260,ASSOCIATED_WITH_PLACE,V1-ENT-0051,埃莱娜·波尼亚托夫斯卡与墨西哥关联,high,accepted,WEB-CE-B09,1,NONE
V1-REL-0198,WEB-CE-B09,CAND-B09-0198,V1-ENT-0261,ASSOCIATED_WITH_PLACE,V1-ENT-0051,何塞·埃米利奥·帕切科与墨西哥关联,high,accepted,WEB-CE-B09,1,NONE
V1-REL-0199,WEB-CE-B09,CAND-B09-0199,V1-ENT-0262,ASSOCIATED_WITH_PLACE,V1-ENT-0123,罗贝托·波拉尼奥与智利关联,high,accepted,WEB-CE-B09,1,NONE
V1-REL-0200,WEB-CE-B10,CAND-B10-0200,V1-ENT-0272,CREATED,V1-ENT-0275,爱德华多·加莱亚诺 创作 《拉丁美洲被切开的血管》（Las venas abiertas de América Latina）,high,accepted,WEB-CE-B10,1,NONE
V1-REL-0201,WEB-CE-B10,CAND-B10-0201,V1-ENT-0272,CREATED,V1-ENT-0276,爱德华多·加莱亚诺 创作 《火的记忆Ⅰ：创世纪》（Memoria del fuego I. Los nacimientos）,high,accepted,WEB-CE-B10,1,NONE
V1-REL-0202,WEB-CE-B10,CAND-B10-0202,V1-ENT-0272,CREATED,V1-ENT-0277,爱德华多·加莱亚诺 创作 《拥抱之书》（El libro de los abrazos）,high,accepted,WEB-CE-B10,1,NONE
V1-REL-0203,WEB-CE-B10,CAND-B10-0203,V1-ENT-0273,CREATED,V1-ENT-0278,里卡多·皮格利亚 创作 《人工呼吸》（Respiración artificial）,high,accepted,WEB-CE-B10,1,NONE
V1-REL-0204,WEB-CE-B10,CAND-B10-0204,V1-ENT-0273,CREATED,V1-ENT-0279,里卡多·皮格利亚 创作 《燃烧的钱》（Plata quemada）,high,accepted,WEB-CE-B10,1,NONE
V1-REL-0205,WEB-CE-B10,CAND-B10-0205,V1-ENT-0273,CREATED,V1-ENT-0280,里卡多·皮格利亚 创作 《夜间目标》（Blanco nocturno）,high,accepted,WEB-CE-B10,1,NONE
V1-REL-0206,WEB-CE-B10,CAND-B10-0206,V1-ENT-0274,CREATED,V1-ENT-0281,塞萨尔·艾拉 创作 《女俘爱玛》（Ema la cautiva）,high,accepted,WEB-CE-B10,1,NONE
V1-REL-0207,WEB-CE-B10,CAND-B10-0207,V1-ENT-0274,CREATED,V1-ENT-0282,塞萨尔·艾拉 创作 《中国小说》（Una novela china）,high,accepted,WEB-CE-B10,1,NONE
V1-REL-0208,WEB-CE-B10,CAND-B10-0208,V1-ENT-0274,CREATED,V1-ENT-0283,塞萨尔·艾拉 创作 《文学大会》（El congreso de literatura）,high,accepted,WEB-CE-B10,1,NONE
V1-REL-0209,WEB-CE-B10,CAND-B10-0209,V1-ENT-0272,ASSOCIATED_WITH_PLACE,V1-ENT-0196,爱德华多·加莱亚诺与乌拉圭关联,high,accepted,WEB-CE-B10,1,NONE
V1-REL-0210,WEB-CE-B10,CAND-B10-0210,V1-ENT-0273,ASSOCIATED_WITH_PLACE,V1-ENT-0001,里卡多·皮格利亚与阿根廷关联,high,accepted,WEB-CE-B10,1,NONE
V1-REL-0211,WEB-CE-B10,CAND-B10-0211,V1-ENT-0274,ASSOCIATED_WITH_PLACE,V1-ENT-0001,塞萨尔·艾拉与阿根廷关联,high,accepted,WEB-CE-B10,1,NONE
V1-REL-0212,WEB-CE-B11,CAND-B11-0212,V1-ENT-0284,CREATED,V1-ENT-0287,曼努埃尔·普伊格创作《蜘蛛女之吻》（El beso de la mujer araña）,high,accepted,WEB-CE-B11,1,NONE
V1-REL-0213,WEB-CE-B11,CAND-B11-0213,V1-ENT-0284,CREATED,V1-ENT-0288,曼努埃尔·普伊格创作《丽塔·海华丝的背叛》（La traición de Rita Hayworth）,high,accepted,WEB-CE-B11,1,NONE
V1-REL-0214,WEB-CE-B11,CAND-B11-0214,V1-ENT-0284,CREATED,V1-ENT-0289,曼努埃尔·普伊格创作《红唇》（Boquitas pintadas）,high,accepted,WEB-CE-B11,1,NONE
V1-REL-0215,WEB-CE-B11,CAND-B11-0215,V1-ENT-0285,CREATED,V1-ENT-0290,西尔维娜·奥坎波创作《被遗忘的旅程》（Viaje olvidado）,high,accepted,WEB-CE-B11,1,NONE
V1-REL-0216,WEB-CE-B11,CAND-B11-0216,V1-ENT-0285,CREATED,V1-ENT-0291,西尔维娜·奥坎波创作《愤怒》（La furia）,high,accepted,WEB-CE-B11,1,NONE
V1-REL-0217,WEB-CE-B11,CAND-B11-0217,V1-ENT-0285,CREATED,V1-ENT-0292,西尔维娜·奥坎波创作《邀请》（Las invitadas）,high,accepted,WEB-CE-B11,1,NONE
V1-REL-0218,WEB-CE-B11,CAND-B11-0218,V1-ENT-0286,CREATED,V1-ENT-0293,罗贝托·阿尔特创作《七个疯子》（Los siete locos）,high,accepted,WEB-CE-B11,1,NONE
V1-REL-0219,WEB-CE-B11,CAND-B11-0219,V1-ENT-0286,CREATED,V1-ENT-0294,罗贝托·阿尔特创作《火焰喷射器》（Los lanzallamas）,high,accepted,WEB-CE-B11,1,NONE
V1-REL-0220,WEB-CE-B11,CAND-B11-0220,V1-ENT-0286,CREATED,V1-ENT-0295,罗贝托·阿尔特创作《疯玩具》（El juguete rabioso）,high,accepted,WEB-CE-B11,1,NONE
V1-REL-0221,WEB-CE-B11,CAND-B11-0221,V1-ENT-0284,ASSOCIATED_WITH_PLACE,V1-ENT-0001,曼努埃尔·普伊格与阿根廷关联,high,accepted,WEB-CE-B11,1,NONE
V1-REL-0222,WEB-CE-B11,CAND-B11-0222,V1-ENT-0285,ASSOCIATED_WITH_PLACE,V1-ENT-0001,西尔维娜·奥坎波与阿根廷关联,high,accepted,WEB-CE-B11,1,NONE
V1-REL-0223,WEB-CE-B11,CAND-B11-0223,V1-ENT-0286,ASSOCIATED_WITH_PLACE,V1-ENT-0001,罗贝托·阿尔特与阿根廷关联,high,accepted,WEB-CE-B11,1,NONE
V1-REL-0224,WEB-CE-B12,CAND-B12-0224,V1-ENT-0296,CREATED,V1-ENT-0299,萨曼塔·施维伯林创作《营救距离》（Distancia de rescate）,high,accepted,WEB-CE-B12,1,NONE
V1-REL-0225,WEB-CE-B12,CAND-B12-0225,V1-ENT-0296,CREATED,V1-ENT-0300,萨曼塔·施维伯林创作《吃鸟的女孩》（Pájaros en la boca）,high,accepted,WEB-CE-B12,1,NONE
V1-REL-0226,WEB-CE-B12,CAND-B12-0226,V1-ENT-0296,CREATED,V1-ENT-0301,萨曼塔·施维伯林创作《七座空屋》（Siete casas vacías）,high,accepted,WEB-CE-B12,1,NONE
V1-REL-0227,WEB-CE-B12,CAND-B12-0227,V1-ENT-0297,CREATED,V1-ENT-0302,玛丽安娜·恩里克斯创作《火中遗物》（Las cosas que perdimos en el fuego）,high,accepted,WEB-CE-B12,1,NONE
V1-REL-0228,WEB-CE-B12,CAND-B12-0228,V1-ENT-0297,CREATED,V1-ENT-0303,玛丽安娜·恩里克斯创作《属于我们的夜晚》（Nuestra parte de noche）,high,accepted,WEB-CE-B12,1,NONE
V1-REL-0229,WEB-CE-B12,CAND-B12-0229,V1-ENT-0297,CREATED,V1-ENT-0304,玛丽安娜·恩里克斯创作《床上抽烟危险》（Los peligros de fumar en la cama）,high,accepted,WEB-CE-B12,1,NONE
V1-REL-0230,WEB-CE-B12,CAND-B12-0230,V1-ENT-0298,CREATED,V1-ENT-0305,亚历杭德罗·桑布拉创作《盆栽》（Bonsái）,high,accepted,WEB-CE-B12,1,NONE
V1-REL-0231,WEB-CE-B12,CAND-B12-0231,V1-ENT-0298,CREATED,V1-ENT-0306,亚历杭德罗·桑布拉创作《树的隐秘生活》（La vida privada de los árboles）,high,accepted,WEB-CE-B12,1,NONE
V1-REL-0232,WEB-CE-B12,CAND-B12-0232,V1-ENT-0298,CREATED,V1-ENT-0307,亚历杭德罗·桑布拉创作《回家的路》（Formas de volver a casa）,high,accepted,WEB-CE-B12,1,NONE
V1-REL-0233,WEB-CE-B12,CAND-B12-0233,V1-ENT-0296,ASSOCIATED_WITH_PLACE,V1-ENT-0001,萨曼塔·施维伯林与阿根廷关联,high,accepted,WEB-CE-B12,1,NONE
V1-REL-0234,WEB-CE-B12,CAND-B12-0234,V1-ENT-0297,ASSOCIATED_WITH_PLACE,V1-ENT-0001,玛丽安娜·恩里克斯与阿根廷关联,high,accepted,WEB-CE-B12,1,NONE
V1-REL-0235,WEB-CE-B12,CAND-B12-0235,V1-ENT-0298,ASSOCIATED_WITH_PLACE,V1-ENT-0123,亚历杭德罗·桑布拉与智利关联,high,accepted,WEB-CE-B12,1,NONE
V1-REL-0236,WEB-CE-B13,CAND-B13-0236,V1-ENT-0308,CREATED,V1-ENT-0311,保罗·柯艾略创作《牧羊少年奇幻之旅》（O Alquimista）,high,accepted,WEB-CE-B13,1,NONE
V1-REL-0237,WEB-CE-B13,CAND-B13-0237,V1-ENT-0308,CREATED,V1-ENT-0312,保罗·柯艾略创作《维罗妮卡决定去死》（Veronika Decide Morrer）,high,accepted,WEB-CE-B13,1,NONE
V1-REL-0238,WEB-CE-B13,CAND-B13-0238,V1-ENT-0308,CREATED,V1-ENT-0313,保罗·柯艾略创作《十一分钟》（Onze Minutos）,high,accepted,WEB-CE-B13,1,NONE
V1-REL-0239,WEB-CE-B13,CAND-B13-0239,V1-ENT-0309,CREATED,V1-ENT-0314,卡洛斯·德鲁蒙德·德·安德拉德创作《某种诗》（Alguma poesia）,high,accepted,WEB-CE-B13,1,NONE
V1-REL-0240,WEB-CE-B13,CAND-B13-0240,V1-ENT-0309,CREATED,V1-ENT-0315,卡洛斯·德鲁蒙德·德·安德拉德创作《人民的玫瑰》（A rosa do povo）,high,accepted,WEB-CE-B13,1,NONE
V1-REL-0241,WEB-CE-B13,CAND-B13-0241,V1-ENT-0309,CREATED,V1-ENT-0316,卡洛斯·德鲁蒙德·德·安德拉德创作《明晰之谜》（Claro enigma）,high,accepted,WEB-CE-B13,1,NONE
V1-REL-0242,WEB-CE-B13,CAND-B13-0242,V1-ENT-0310,CREATED,V1-ENT-0317,尼古拉斯·纪廉创作《松调》（Motivos de son）,high,accepted,WEB-CE-B13,1,NONE
V1-REL-0243,WEB-CE-B13,CAND-B13-0243,V1-ENT-0310,CREATED,V1-ENT-0318,尼古拉斯·纪廉创作《桑戈罗·科松戈》（Sóngoro cosongo）,high,accepted,WEB-CE-B13,1,NONE
V1-REL-0244,WEB-CE-B13,CAND-B13-0244,V1-ENT-0310,CREATED,V1-ENT-0319,"尼古拉斯·纪廉创作《西印度公司》（West Indies, Ltd.）",high,accepted,WEB-CE-B13,1,NONE
V1-REL-0245,WEB-CE-B13,CAND-B13-0245,V1-ENT-0308,ASSOCIATED_WITH_PLACE,V1-ENT-0183,保罗·柯艾略与巴西关联,high,accepted,WEB-CE-B13,1,NONE
V1-REL-0246,WEB-CE-B13,CAND-B13-0246,V1-ENT-0309,ASSOCIATED_WITH_PLACE,V1-ENT-0183,卡洛斯·德鲁蒙德·德·安德拉德与巴西关联,high,accepted,WEB-CE-B13,1,NONE
V1-REL-0247,WEB-CE-B13,CAND-B13-0247,V1-ENT-0310,ASSOCIATED_WITH_PLACE,V1-ENT-0096,尼古拉斯·纪廉与古巴关联,high,accepted,WEB-CE-B13,1,NONE
V1-REL-0248,WEB-CE-B14,CAND-B14-0248,V1-ENT-0320,CREATED,V1-ENT-0323,何塞·莱萨马·利马创作《天堂》（Paradiso）,high,accepted,WEB-CE-B14,1,NONE
V1-REL-0249,WEB-CE-B14,CAND-B14-0249,V1-ENT-0320,CREATED,V1-ENT-0324,何塞·莱萨马·利马创作《奥皮亚诺·利卡里奥》（Oppiano Licario）,high,accepted,WEB-CE-B14,1,NONE
V1-REL-0250,WEB-CE-B14,CAND-B14-0250,V1-ENT-0320,CREATED,V1-ENT-0325,何塞·莱萨马·利马创作《美洲的表达》（La expresión americana）,high,accepted,WEB-CE-B14,1,NONE
V1-REL-0251,WEB-CE-B14,CAND-B14-0251,V1-ENT-0321,CREATED,V1-ENT-0326,吉列尔莫·卡夫雷拉·因凡特创作《三只忧伤的老虎》（Tres tristes tigres）,high,accepted,WEB-CE-B14,1,NONE
V1-REL-0252,WEB-CE-B14,CAND-B14-0252,V1-ENT-0321,CREATED,V1-ENT-0327,吉列尔莫·卡夫雷拉·因凡特创作《热带黎明景观》（Vista del amanecer en el trópico）,high,accepted,WEB-CE-B14,1,NONE
V1-REL-0253,WEB-CE-B14,CAND-B14-0253,V1-ENT-0321,CREATED,V1-ENT-0328,吉列尔莫·卡夫雷拉·因凡特创作《哈瓦那，一个早夭婴儿的回忆》（La Habana para un infante difunto）,high,accepted,WEB-CE-B14,1,NONE
V1-REL-0254,WEB-CE-B14,CAND-B14-0254,V1-ENT-0322,CREATED,V1-ENT-0329,索尔·胡安娜·伊内斯·德·拉·克鲁斯创作《第一梦》（Primero sueño）,high,accepted,WEB-CE-B14,1,NONE
V1-REL-0255,WEB-CE-B14,CAND-B14-0255,V1-ENT-0322,CREATED,V1-ENT-0330,索尔·胡安娜·伊内斯·德·拉·克鲁斯创作《答索尔·菲洛特娅》（Respuesta a Sor Filotea de la Cruz）,high,accepted,WEB-CE-B14,1,NONE
