target_id,target_type,name_zh,classification,primary_field,primary_status,public_visible,template_like,bibliographic_copy,research_insufficient,duplicate,auto_approved_fields,user_review_fields,hold_fields,missing_required_fields,baseline_commit
V1-ENT-0242,work,《狄安娜之树》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0243,work,《作品与夜晚》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0244,work,《取出疯石》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0245,work,《休战》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0246,work,《谢谢你的火》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0247,work,《蒙得维的亚人》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0251,work,《血的节日》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0252,work,《深沉的河流》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0253,work,《所有的血》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0254,work,《爱情游行》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0255,work,《驯服神圣苍鹭》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0256,work,《婚姻生活》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0257,work,《孔法布拉里奥》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0258,work,《动物集》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0259,work,《集市》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0263,work,《特拉特洛尔科之夜》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0264,work,《直到见到你，我的赫苏斯》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0265,work,《蒂娜》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0266,work,《沙漠中的战斗》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0267,work,《快乐原则》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0268,work,《不要问我时间如何流逝》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0269,work,《荒野侦探》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0270,work,《2666》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0271,work,《遥远的星辰》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0275,work,《拉丁美洲被切开的血管》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0276,work,《火的记忆Ⅰ：创世纪》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0277,work,《拥抱之书》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0278,work,《人工呼吸》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0279,work,《燃烧的钱》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0280,work,《夜间目标》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0281,work,《女俘爱玛》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0282,work,《中国小说》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0283,work,《文学大会》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0287,work,《蜘蛛女之吻》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0288,work,《丽塔·海华丝的背叛》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0289,work,《红唇》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0290,work,《被遗忘的旅程》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0291,work,《愤怒》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0292,work,《邀请》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0293,work,《七个疯子》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0294,work,《火焰喷射器》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0295,work,《疯玩具》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0299,work,《营救距离》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0300,work,《吃鸟的女孩》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0301,work,《七座空屋》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0302,work,《火中遗物》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0303,work,《属于我们的夜晚》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0304,work,《床上抽烟危险》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0305,work,《盆栽》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0306,work,《树的隐秘生活》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0307,work,《回家的路》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0311,work,《牧羊少年奇幻之旅》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0312,work,《维罗妮卡决定去死》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0313,work,《十一分钟》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0314,work,《某种诗》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0315,work,《人民的玫瑰》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0316,work,《明晰之谜》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0317,work,《松调》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0318,work,《桑戈罗·科松戈》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0319,work,《西印度公司》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0323,work,《天堂》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0324,work,《奥皮亚诺·利卡里奥》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0325,work,《美洲的表达》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0326,work,《三只忧伤的老虎》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0327,work,《热带黎明景观》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0328,work,《哈瓦那，一个早夭婴儿的回忆》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0329,work,《第一梦》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0330,work,《答索尔·菲洛特娅》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0331,work,《爱情是更大的迷宫》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0335,work,《没有羽毛的秃鹫》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0336,work,《西尔维奥在玫瑰园》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0337,work,《无言之词》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0338,work,《皇家柠檬树》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0339,work,《继子》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0340,work,《格洛萨》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0341,work,《黎明前的塞莱斯蒂诺》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0342,work,《幻梦世界》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0343,work,《夜幕降临前》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0347,work,《读爱情故事的老人》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0348,work,《教海鸥飞翔的猫》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0349,work,《世界尽头的世界》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0350,work,《独生女儿》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0351,work,《红鱼之姻》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0352,work,《真正的孤独》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0353,work,《错爱》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0354,work,《恐龙的下午》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0355,work,《沉船记》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0361,work,《石头圆舞》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0362,work,《绿色舞会之前》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0363,work,《姑娘们》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0364,work,《瓦西蓬戈》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0365,work,《在街头》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0366,work,《乔洛·罗梅罗与弗洛雷斯》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0367,work,《堂娜·芭芭拉》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0368,work,《唱歌者》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
V1-ENT-0369,work,《卡奈玛》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,no,no,no,no,no,0,7,0,reading_premise;narrative_features;literary_significance,f47ab5793101f85437a793ab45cd0e241ad6cc73
