target_id,target_type,field,current_status,classification,research_refs,source_refs,evidence_sufficiency,judgment_level,reason,recommended_next_action,wcd04_classification,rebase_status,rebase_reason
V1-ENT-0225,author,core_themes,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0531;V1-FCT-0532;V1-FCT-0533;V1-FCT-0534;V1-FCT-0535,SRC-0183;SRC-0187;SRC-0185,yes,high,by field default:主题归纳,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0225,author,guiding_question,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0531;V1-FCT-0532;V1-FCT-0533;V1-FCT-0534;V1-FCT-0535,SRC-0183;SRC-0187;SRC-0185,yes,high,by field default:引导问题阐释框架,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0225,author,literary_features,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0531;V1-FCT-0532;V1-FCT-0533;V1-FCT-0534;V1-FCT-0535,SRC-0183;SRC-0187;SRC-0185,yes,high,by field default:策展判断,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0225,author,reader_fit,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0531;V1-FCT-0532;V1-FCT-0533;V1-FCT-0534;V1-FCT-0535,SRC-0183;SRC-0187;SRC-0185,yes,high,模板句标记:本批,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0225,author,reader_lede,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0531;V1-FCT-0532;V1-FCT-0533;V1-FCT-0534;V1-FCT-0535,SRC-0183;SRC-0187;SRC-0185,yes,high,"模板句标记:本批,入口连接",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0225,author,reading_route,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0531;V1-FCT-0532;V1-FCT-0533;V1-FCT-0534;V1-FCT-0535,SRC-0183;SRC-0187;SRC-0185,yes,high,by field default:阅读路线排序,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0225,author,signature_keywords,user_review,LOW_JUDGMENT_EVIDENCE_SUFFICIENT,V1-FCT-0531;V1-FCT-0532;V1-FCT-0533;V1-FCT-0534;V1-FCT-0535,SRC-0183;SRC-0187;SRC-0185,yes,low,by field default:展示标签,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,CONFLICT_WITH_CURRENT_CURATION,field is high judgment under current validator
V1-ENT-0225,author,start_here,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0531;V1-FCT-0532;V1-FCT-0533;V1-FCT-0534;V1-FCT-0535,SRC-0183;SRC-0187;SRC-0185,yes,high,by field default:最佳入门排序,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0225,author,why_know,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0531;V1-FCT-0532;V1-FCT-0533;V1-FCT-0534;V1-FCT-0535,SRC-0183;SRC-0187;SRC-0185,yes,high,"模板/书目转写:书目时间线,分开阅读",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0236,author,core_themes,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0563;V1-FCT-0564;V1-FCT-0565;V1-FCT-0566;V1-FCT-0567,SRC-0188;SRC-0189;SRC-0190,yes,high,by field default:主题归纳,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0236,author,guiding_question,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0563;V1-FCT-0564;V1-FCT-0565;V1-FCT-0566;V1-FCT-0567,SRC-0188;SRC-0189;SRC-0190,yes,high,by field default:引导问题阐释框架,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0236,author,literary_features,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0563;V1-FCT-0564;V1-FCT-0565;V1-FCT-0566;V1-FCT-0567,SRC-0188;SRC-0189;SRC-0190,yes,high,by field default:策展判断,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0236,author,reader_fit,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0563;V1-FCT-0564;V1-FCT-0565;V1-FCT-0566;V1-FCT-0567,SRC-0188;SRC-0189;SRC-0190,yes,high,模板/书目转写:先核对,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0236,author,reader_lede,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0563;V1-FCT-0564;V1-FCT-0565;V1-FCT-0566;V1-FCT-0567,SRC-0188;SRC-0189,yes,high,"模板句标记:本批,入口连接",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0236,author,reading_route,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0563;V1-FCT-0564;V1-FCT-0565;V1-FCT-0566;V1-FCT-0567,SRC-0188;SRC-0189;SRC-0190,yes,high,模板/书目转写:书目位置,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0236,author,signature_keywords,user_review,LOW_JUDGMENT_EVIDENCE_SUFFICIENT,V1-FCT-0563;V1-FCT-0564;V1-FCT-0565;V1-FCT-0566;V1-FCT-0567,SRC-0188;SRC-0189,yes,low,by field default:展示标签,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,CONFLICT_WITH_CURRENT_CURATION,field is high judgment under current validator
V1-ENT-0236,author,start_here,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0563;V1-FCT-0564;V1-FCT-0565;V1-FCT-0566;V1-FCT-0567,SRC-0188;SRC-0189;SRC-0190,yes,high,by field default:最佳入门排序,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0236,author,why_know,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0563;V1-FCT-0564;V1-FCT-0565;V1-FCT-0566;V1-FCT-0567,SRC-0188;SRC-0189;SRC-0190,yes,high,模板/书目转写:分开阅读,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0237,author,core_themes,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0568;V1-FCT-0569;V1-FCT-0570;V1-FCT-0571;V1-FCT-0572,SRC-0191;SRC-0192;SRC-0193,yes,high,by field default:主题归纳,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0237,author,guiding_question,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0568;V1-FCT-0569;V1-FCT-0570;V1-FCT-0571;V1-FCT-0572,SRC-0191;SRC-0192;SRC-0193,yes,high,by field default:引导问题阐释框架,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0237,author,literary_features,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0568;V1-FCT-0569;V1-FCT-0570;V1-FCT-0571;V1-FCT-0572,SRC-0191;SRC-0192;SRC-0193,yes,high,by field default:策展判断,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0237,author,reader_fit,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0568;V1-FCT-0569;V1-FCT-0570;V1-FCT-0571;V1-FCT-0572,SRC-0191;SRC-0192;SRC-0193,yes,high,模板/书目转写:书目节点,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0237,author,reader_lede,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0568;V1-FCT-0569;V1-FCT-0570;V1-FCT-0571;V1-FCT-0572,SRC-0191;SRC-0192;SRC-0193,yes,high,"模板句标记:本批,不把",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0237,author,reading_route,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0568;V1-FCT-0569;V1-FCT-0570;V1-FCT-0571;V1-FCT-0572,SRC-0191;SRC-0192;SRC-0193,yes,high,模板/书目转写:书目节点,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0237,author,signature_keywords,user_review,LOW_JUDGMENT_EVIDENCE_SUFFICIENT,V1-FCT-0568;V1-FCT-0569;V1-FCT-0570;V1-FCT-0571;V1-FCT-0572,SRC-0191;SRC-0192,yes,low,by field default:展示标签,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,CONFLICT_WITH_CURRENT_CURATION,field is high judgment under current validator
V1-ENT-0237,author,start_here,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0568;V1-FCT-0569;V1-FCT-0570;V1-FCT-0571;V1-FCT-0572,SRC-0192;SRC-0193,yes,high,by field default:最佳入门排序,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0237,author,why_know,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0568;V1-FCT-0569;V1-FCT-0570;V1-FCT-0571;V1-FCT-0572,SRC-0191;SRC-0192;SRC-0193,yes,high,by field default:入门路径推荐,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0238,author,core_themes,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0573;V1-FCT-0574;V1-FCT-0575;V1-FCT-0576;V1-FCT-0577,SRC-0194;SRC-0195;SRC-0196,yes,high,by field default:主题归纳,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0238,author,guiding_question,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0573;V1-FCT-0574;V1-FCT-0575;V1-FCT-0576;V1-FCT-0577,SRC-0194;SRC-0195;SRC-0196,yes,high,by field default:引导问题阐释框架,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0238,author,literary_features,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0573;V1-FCT-0574;V1-FCT-0575;V1-FCT-0576;V1-FCT-0577,SRC-0194;SRC-0195;SRC-0196,yes,high,by field default:策展判断,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0238,author,reader_fit,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0573;V1-FCT-0574;V1-FCT-0575;V1-FCT-0576;V1-FCT-0577,SRC-0194;SRC-0195;SRC-0196,yes,high,by field default:读者适配判断,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0238,author,reader_lede,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0573;V1-FCT-0574;V1-FCT-0575;V1-FCT-0576;V1-FCT-0577,SRC-0194;SRC-0195;SRC-0196,yes,high,"模板句标记:本批,入口连接",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0238,author,reading_route,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0573;V1-FCT-0574;V1-FCT-0575;V1-FCT-0576;V1-FCT-0577,SRC-0194;SRC-0195;SRC-0196,yes,high,"模板/书目转写:书目入口,出版节点",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0238,author,signature_keywords,user_review,LOW_JUDGMENT_EVIDENCE_SUFFICIENT,V1-FCT-0573;V1-FCT-0574;V1-FCT-0575;V1-FCT-0576;V1-FCT-0577,SRC-0194;SRC-0195,yes,low,by field default:展示标签,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,CONFLICT_WITH_CURRENT_CURATION,field is high judgment under current validator
V1-ENT-0238,author,start_here,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0573;V1-FCT-0574;V1-FCT-0575;V1-FCT-0576;V1-FCT-0577,SRC-0194;SRC-0195;SRC-0196,yes,high,by field default:最佳入门排序,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0238,author,why_know,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0573;V1-FCT-0574;V1-FCT-0575;V1-FCT-0576;V1-FCT-0577,SRC-0194;SRC-0195;SRC-0196,yes,high,by field default:入门路径推荐,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0248,author,core_themes,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0605;V1-FCT-0606;V1-FCT-0607;V1-FCT-0608;V1-FCT-0609,SRC-0197;SRC-0198;SRC-0199,yes,high,模板/书目转写:书目入口,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0248,author,guiding_question,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0605;V1-FCT-0606;V1-FCT-0607;V1-FCT-0608;V1-FCT-0609,SRC-0197;SRC-0198;SRC-0199,yes,high,by field default:引导问题阐释框架,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0248,author,literary_features,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0605;V1-FCT-0606;V1-FCT-0607;V1-FCT-0608;V1-FCT-0609,SRC-0197;SRC-0198;SRC-0199,yes,high,by field default:策展判断,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0248,author,reader_fit,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0605;V1-FCT-0606;V1-FCT-0607;V1-FCT-0608;V1-FCT-0609,SRC-0197;SRC-0198;SRC-0199,yes,high,by field default:读者适配判断,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0248,author,reader_lede,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0605;V1-FCT-0606;V1-FCT-0607;V1-FCT-0608;V1-FCT-0609,SRC-0197;SRC-0198;SRC-0199,yes,high,模板句标记:本批,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0248,author,reading_route,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0605;V1-FCT-0606;V1-FCT-0607;V1-FCT-0608;V1-FCT-0609,SRC-0198;SRC-0199,yes,high,"模板/书目转写:书目节点,先核对",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0248,author,signature_keywords,user_review,LOW_JUDGMENT_EVIDENCE_SUFFICIENT,V1-FCT-0605;V1-FCT-0606;V1-FCT-0607;V1-FCT-0608;V1-FCT-0609,SRC-0197;SRC-0198,yes,low,by field default:展示标签,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,CONFLICT_WITH_CURRENT_CURATION,field is high judgment under current validator
V1-ENT-0248,author,start_here,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0605;V1-FCT-0606;V1-FCT-0607;V1-FCT-0608;V1-FCT-0609,SRC-0198;SRC-0199,yes,high,by field default:最佳入门排序,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0248,author,why_know,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0605;V1-FCT-0606;V1-FCT-0607;V1-FCT-0608;V1-FCT-0609,SRC-0197;SRC-0198;SRC-0199,yes,high,模板/书目转写:出版节点,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0249,author,core_themes,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0610;V1-FCT-0611;V1-FCT-0612;V1-FCT-0613;V1-FCT-0614,SRC-0200;SRC-0201,yes,high,by field default:主题归纳,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0249,author,guiding_question,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0610;V1-FCT-0611;V1-FCT-0612;V1-FCT-0613;V1-FCT-0614,SRC-0200;SRC-0201,yes,high,by field default:引导问题阐释框架,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0249,author,literary_features,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0610;V1-FCT-0611;V1-FCT-0612;V1-FCT-0613;V1-FCT-0614,SRC-0200;SRC-0201,yes,high,by field default:策展判断,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0249,author,reader_fit,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0610;V1-FCT-0611;V1-FCT-0612;V1-FCT-0613;V1-FCT-0614,SRC-0200;SRC-0201,yes,high,模板/书目转写:书目入口,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0249,author,reader_lede,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0610;V1-FCT-0611;V1-FCT-0612;V1-FCT-0613;V1-FCT-0614,SRC-0200;SRC-0201,yes,high,"模板句标记:本批,可回溯",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0249,author,reading_route,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0610;V1-FCT-0611;V1-FCT-0612;V1-FCT-0613;V1-FCT-0614,SRC-0200;SRC-0201,yes,high,模板/书目转写:书目转写句式,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0249,author,signature_keywords,user_review,LOW_JUDGMENT_EVIDENCE_SUFFICIENT,V1-FCT-0610;V1-FCT-0611;V1-FCT-0612;V1-FCT-0613;V1-FCT-0614,SRC-0200;SRC-0201,yes,low,by field default:展示标签,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,CONFLICT_WITH_CURRENT_CURATION,field is high judgment under current validator
V1-ENT-0249,author,start_here,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0610;V1-FCT-0611;V1-FCT-0612;V1-FCT-0613;V1-FCT-0614,SRC-0200;SRC-0201,yes,high,by field default:最佳入门排序,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0249,author,why_know,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0610;V1-FCT-0611;V1-FCT-0612;V1-FCT-0613;V1-FCT-0614,SRC-0200;SRC-0201,yes,high,by field default:入门路径推荐,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0250,author,core_themes,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0615;V1-FCT-0616;V1-FCT-0617;V1-FCT-0618;V1-FCT-0619,SRC-0202;SRC-0203,yes,high,by field default:主题归纳,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0250,author,guiding_question,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0615;V1-FCT-0616;V1-FCT-0617;V1-FCT-0618;V1-FCT-0619,SRC-0202;SRC-0203;SRC-0204,yes,high,by field default:引导问题阐释框架,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0250,author,literary_features,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0615;V1-FCT-0616;V1-FCT-0617;V1-FCT-0618;V1-FCT-0619,SRC-0202;SRC-0203;SRC-0204,yes,high,by field default:策展判断,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0250,author,reader_fit,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0615;V1-FCT-0616;V1-FCT-0617;V1-FCT-0618;V1-FCT-0619,SRC-0202;SRC-0203;SRC-0204,yes,high,by field default:读者适配判断,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0250,author,reader_lede,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0615;V1-FCT-0616;V1-FCT-0617;V1-FCT-0618;V1-FCT-0619,SRC-0202;SRC-0203;SRC-0204,yes,high,模板句标记:入口连接,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0250,author,reading_route,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0615;V1-FCT-0616;V1-FCT-0617;V1-FCT-0618;V1-FCT-0619,SRC-0202;SRC-0203;SRC-0204,yes,high,by field default:阅读路线排序,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0250,author,signature_keywords,user_review,LOW_JUDGMENT_EVIDENCE_SUFFICIENT,V1-FCT-0615;V1-FCT-0616;V1-FCT-0617;V1-FCT-0618;V1-FCT-0619,SRC-0202;SRC-0203,yes,low,by field default:展示标签,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,CONFLICT_WITH_CURRENT_CURATION,field is high judgment under current validator
V1-ENT-0250,author,start_here,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0615;V1-FCT-0616;V1-FCT-0617;V1-FCT-0618;V1-FCT-0619,SRC-0202;SRC-0203,yes,high,by field default:最佳入门排序,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0250,author,why_know,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0615;V1-FCT-0616;V1-FCT-0617;V1-FCT-0618;V1-FCT-0619,SRC-0202;SRC-0203;SRC-0204,yes,high,模板句标记:不把,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0260,author,core_themes,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0652;V1-FCT-0655;V1-FCT-0659,SRC-0206;SRC-0207,yes,high,by field default:主题归纳,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0260,author,guiding_question,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0652;V1-FCT-0655;V1-FCT-0658,SRC-0205;SRC-0206,yes,high,by field default:引导问题阐释框架,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0260,author,literary_features,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0648;V1-FCT-0650;V1-FCT-0659,SRC-0205;SRC-0206;SRC-0207,yes,high,by field default:策展判断,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0260,author,reader_fit,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0648;V1-FCT-0652;V1-FCT-0655,SRC-0206;SRC-0207,yes,high,模板/书目转写:先核对,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0260,author,reader_lede,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0647;V1-FCT-0648;V1-FCT-0649;V1-FCT-0650;V1-FCT-0651,SRC-0205;SRC-0206;SRC-0207,yes,high,by field default:文学概括导语,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0260,author,reading_route,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0653;V1-FCT-0656;V1-FCT-0659,SRC-0206;SRC-0207,yes,high,模板/书目转写:书目节点,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0260,author,signature_keywords,user_review,LOW_JUDGMENT_EVIDENCE_SUFFICIENT,V1-FCT-0648;V1-FCT-0650,SRC-0205;SRC-0207,yes,low,by field default:展示标签,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,CONFLICT_WITH_CURRENT_CURATION,field is high judgment under current validator
V1-ENT-0260,author,start_here,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0652;V1-FCT-0655;V1-FCT-0658,SRC-0205;SRC-0206;SRC-0207,yes,high,by field default:最佳入门排序,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0260,author,why_know,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0652;V1-FCT-0655;V1-FCT-0658,SRC-0205;SRC-0206;SRC-0207,yes,high,模板/书目转写:书目节点,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0261,author,core_themes,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0666;V1-FCT-0670;V1-FCT-0673,SRC-0208;SRC-0210,yes,high,by field default:主题归纳,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0261,author,guiding_question,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0666;V1-FCT-0669;V1-FCT-0672,SRC-0208;SRC-0210,yes,high,by field default:引导问题阐释框架,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
